,Date,Opponent,Result,Goals,Assists,Points,Shots,SOG,EMOG,MDDG,GB,TO,CT,FO Won,FO Taken,Pen,Pen Time,G Min,Goals Allowed,Saves
0,02/08/2014,"

 Denver 
","
L 8 - 14 
","

      
        
          8
        
      
    
","

      
        
          3
        
      
    
","

      
        
          11
        
      
    
","

      
        
          44
        
      
    
","

      
        
          19
        
      
    
","

      
        
          1
        
      
    
","


          1/
        

","

      
        
          25
        
      
    
","

      
        
          14
        
      
    
","

      
        
          5
        
      
    
","

      
        
          16
        
      
    
","

      
        
          25
        
      
    
","

      
        
          7
        
      
    
","

      
        
          360
        
      
    
","

      
        
          3,600
        
      
    
","

      
        
          14
        
      
    
","

      
        
          7
        
      
    
"
1,02/15/2014,"

 Furman 
","
W 15 - 6 
","

      
        
          15
        
      
    
","

      
        
          7
        
      
    
","

      
        
          22
        
      
    
","

      
        
          28
        
      
    
","

      
        
          21
        
      
    
","

      
        
          1
        
      
    
","


","

      
        
          23
        
      
    
","

      
        
          13
        
      
    
","

      
        
          4
        
      
    
","

      
        
          10
        
      
    
","

      
        
          24
        
      
    
","

      
        
          4
        
      
    
","

      
        
          300
        
      
    
","

      
        
          3,600
        
      
    
","

      
        
          6
        
      
    
","

      
        
          12
        
      
    
"
2,02/22/2014,"

 Canisius @ Denver, Colo.
","
L 6 - 7 
","

      
        
          6
        
      
    
","

      
        
          3
        
      
    
","

      
        
          9
        
      
    
","

      
        
          42
        
      
    
","

      
        
          19
        
      
    
","

      
        
          1
        
      
    
","


","

      
        
          28
        
      
    
","

      
        
          13
        
      
    
","

      
        
          6
        
      
    
","

      
        
          6
        
      
    
","

      
        
          16
        
      
    
","

      
        
          3
        
      
    
","

      
        
          90
        
      
    
","

      
        
          3,600
        
      
    
","

      
        
          7
        
      
    
","

      
        
          8
        
      
    
"
3,02/23/2014,"

 Marist @ Denver, Colo.
","
W 17 - 9 
","

      
        
          17
        
      
    
","

      
        
          7
        
      
    
","

      
        
          24
        
      
    
","

      
        
          48
        
      
    
","

      
        
          25
        
      
    
","

      
        
          1
        
      
    
","


","

      
        
          37
        
      
    
","

      
        
          11
        
      
    
","

      
        
          8
        
      
    
","

      
        
          12
        
      
    
","

      
        
          30
        
      
    
","

      
        
          2
        
      
    
","

      
        
          120
        
      
    
","

      
        
          3,600
        
      
    
","

      
        
          9
        
      
    
","

      
        
          6
        
      
    
"
4,03/02/2014,"

@ VMI 
","
L 4 - 6 
","

      
        
          4
        
      
    
","

      
        
          3
        
      
    
","

      
        
          7
        
      
    
","

      
        
          33
        
      
    
","

      
        
          18
        
      
    
","


","


","

      
        
          24
        
      
    
","

      
        
          11
        
      
    
","


          16/
        

","

      
        
          5
        
      
    
","

      
        
          14
        
      
    
","

      
        
          4
        
      
    
","

      
        
          180
        
      
    
","

      
        
          3,600
        
      
    
","

      
        
          6
        
      
    
","

      
        
          7
        
      
    
"
5,03/08/2014,"

 Bellarmine 
","
W 13 - 9 
","

      
        
          13
        
      
    
","

      
        
          9
        
      
    
","

      
        
          22
        
      
    
","

      
        
          50
        
      
    
","

      
        
          17
        
      
    
","

      
        
          1
        
      
    
","


","

      
        
          33
        
      
    
","

      
        
          16
        
      
    
","

      
        
          6
        
      
    
","

      
        
          16
        
      
    
","

      
        
          25
        
      
    
","

      
        
          4
        
      
    
","

      
        
          210
        
      
    
","

      
        
          3,600
        
      
    
","

      
        
          9
        
      
    
","

      
        
          6
        
      
    
"
6,03/15/2014,"

@ Jacksonville 
","
W 15 - 12 
","

      
        
          15
        
      
    
","

      
        
          7
        
      
    
","

      
        
          22
        
      
    
","

      
        
          43
        
      
    
","

      
        
          22
        
      
    
","

      
        
          3
        
      
    
","


          1/
        

","

      
        
          27
        
      
    
","

      
        
          15
        
      
    
","

      
        
          6
        
      
    
","

      
        
          15
        
      
    
","

      
        
          30
        
      
    
","

      
        
          5
        
      
    
","

      
        
          300
        
      
    
","

      
        
          3,600
        
      
    
","

      
        
          12
        
      
    
","

      
        
          11
        
      
    
"
7,03/23/2014,"

@ Binghamton 
","
W 10 - 8 
","

      
        
          10
        
      
    
","

      
        
          8
        
      
    
","

      
        
          18
        
      
    
","

      
        
          40
        
      
    
","

      
        
          26
        
      
    
","

      
        
          1
        
      
    
","


","

      
        
          36
        
      
    
","

      
        
          11
        
      
    
","

      
        
          4
        
      
    
","

      
        
          17
        
      
    
","

      
        
          22
        
      
    
","

      
        
          2
        
      
    
","

      
        
          60
        
      
    
","

      
        
          3,600
        
      
    
","

      
        
          8
        
      
    
","

      
        
          6
        
      
    
"
8,03/29/2014,"

 Michigan 
","
W 15 - 12 
","

      
        
          15
        
      
    
","

      
        
          11
        
      
    
","

      
        
          26
        
      
    
","

      
        
          37
        
      
    
","

      
        
          23
        
      
    
","


","


","

      
        
          30
        
      
    
","

      
        
          12
        
      
    
","

      
        
          4
        
      
    
","

      
        
          13
        
      
    
","

      
        
          30
        
      
    
","

      
        
          4
        
      
    
","

      
        
          180
        
      
    
","

      
        
          3,600
        
      
    
","

      
        
          12
        
      
    
","

      
        
          13
        
      
    
"
9,04/05/2014,"

 Mercer 
","
W 19 - 6 
","

      
        
          19
        
      
    
","


          12/
        

","


          31/
        

","

      
        
          58
        
      
    
","

      
        
          31
        
      
    
","

      
        
          3
        
      
    
","


","

      
        
          33
        
      
    
","

      
        
          8
        
      
    
","

      
        
          7
        
      
    
","

      
        
          13
        
      
    
","

      
        
          28
        
      
    
","

      
        
          2
        
      
    
","

      
        
          90
        
      
    
","

      
        
          3,600
        
      
    
","

      
        
          6
        
      
    
","

      
        
          5
        
      
    
"
