,Date,Opponent,Result,Goals,Assists,Points,Shots,SOG,GB,TO,CT,FO Won,FO Taken,Pen,Pen Time,G Min,Goals Allowed,Saves
0,02/08/2014,High Point,W 11 - 8,11,5,16,41,23,11,20,3,180,"3,600",8,4,17,20,0.850
1,02/15/2014,@ Johns Hopkins,L 8 - 15,8,5,13,31,16,9,26,4,210,"3,600",15,18/,19,22,0.864
2,02/19/2014,@ Loyola Maryland,L 4 - 20,4,2,6,26,13,18,3,13,27,"3,600",20,7,13,15,0.867
3,02/22/2014,Georgetown,W 8 - 7,8,6,14,34,15,8,19,6,240,"3,600",7,13,15,18,0.833
4,03/01/2014,Mt. St. Mary's,W 9 - 1,9,6,15,40,27,9,14,3,150,"3,600",1,10,21,23,0.913
5,03/07/2014,@ Marist,W 12 - 9,12,9,21,39,23,10,23,3,150,"3,600",9,8,17,18,0.944
6,03/11/2014,Navy,W 14 - 9,14,7,21,28,21,10,27,6,270,"3,600",9,6,17,18,0.944
7,03/18/2014,UMBC,W 10 - 8,10,4,14,37,24,11,21,6,300,"3,600",8,12,13,14,0.929
8,03/22/2014,Delaware,W 11 - 8,11,7,18,41,15,8,21,3,150,"3,600",8,3,10,11,0.909
9,03/29/2014,@ Hofstra,L 7 - 9,7,5,12,24,10,6,19,3,120,"3,600",9,7,13,14,0.929
10,04/05/2014,@ Massachusetts,W 6 - 5,6,1,7,35,19,5,12,4,270,"3,600",5,16,13,13,1.000/
11,04/12/2014,Penn St.,L 1 - 8,1,1,23,12,18,4,13,1,30,"3,600",8,11,15,17,0.882
12,04/19/2014,Drexel,L 7 - 13,7,2,9,32,18,9,24,4,150,"3,600",13,8,12,15,0.800
13,04/22/2014,Penn,L 9 - 15,9,5,14,33,23,11,28,3,150,"3,600",15,7,16,20,0.800
14,05/01/2014,@ Drexel,L 10 - 11 (1OT),10,4,14,30,17,3,22,5,240,"3,840",11,14,16,19,0.842
