,Date,Opponent,Result,Goals,Assists,Points,Shots,SOG,GB,TO,CT,FO Won,FO Taken,Pen,Pen Time,G Min,Goals Allowed,Saves
0,02/14/2014,Marist,L 12 - 13,12,9,21,41,23,20,28,1,30,"3,600",13,10,16,18,0.889
1,02/18/2014,Lafayette,W 18 - 10,18,12,30,32,25,23,31,2,120,"3,600",10,6,12,19,0.632
2,02/23/2014,@ Duke,L 6 - 14,6,5,11,28,22,14,5,8,23,"3,600",14,11,17,18,0.944
3,03/01/2014,Rutgers,W 12 - 9,12,6,18,35,21,16,25,2,90,"3,600",9,8,19,21,0.905
4,03/08/2014,Maryland,L 8 - 11,8,4,12,30,17,13,22,4,180,"3,600",11,7,11,13,0.846
5,03/11/2014,Sacred Heart,W 14 - 13,14,11,25,33,23,17,30,3,120,"3,600",13,6,17,18,0.944
6,03/15/2014,@ Fairfield,L 13 - 15,13,9,22,38,28,20,32,1,30,"3,600",15,11,12,12,1.000/
7,03/18/2014,Manhattan,W 12 - 8,12,8,20,36,25,16,21,2,90,"3,600",8,11,9,13,0.692
8,03/22/2014,St. John's (NY),L 11 - 13,11,7,18,28,21,16,27,7,270,"3,600",13,10,10,11,0.909
9,03/28/2014,@ UMBC,L 11 - 12 (1OT),11,7,18,35,26,15,27,3,120,"3,830",12,12,16,18,0.889
10,04/01/2014,Quinnipiac,L 11 - 12,11,7,18,26,21,21,27,4,150,"3,600",12,8,6,8,0.750
11,04/05/2014,Vermont,W 10 - 7,10,4,14,21,14,13,20,4,210,"3,600",7,19,19,21,0.905
12,04/12/2014,@ Albany (NY),L 7 - 17,7,5,12,22,14,14,27,4,210,"3,600",17,12,10,18,0.556
13,04/19/2014,@ Binghamton,L 11 - 14,11,7,18,22,15,13,27,8,330,"3,600",14,15,8,8,1.000/
14,04/25/2014,Hartford,W 14 - 10,14,8,22,32,24,17,28,2,90,"3,600",10,8,12,15,0.800
15,05/01/2014,"Albany (NY) @ Stony Brook, N.Y.",L 16 - 17 (1OT),16,8,24,39,25,21,36,3,150,"3,635",17,13,15,18,0.833
