,Date,Opponent,Result,Goals,Assists,Points,Shots,SOG,GB,TO,CT,FO Won,FO Taken,Pen,Pen Time,G Min,Goals Allowed,Saves
0,02/22/2014,Brown,L 6 - 13,6,4,10,40,24,11,21,3,180,"3,600",13,13,13,13,1.000/
1,03/01/2014,@ Providence,W 16 - 9,16,13,29,42,22,18,29,8,390,"3,600",9,23/,18,24,0.750
2,03/04/2014,@ Harvard,L 8 - 10,8,5,13,32,20,7,21,9/,540/,"3,600",10,17,14,18,0.778
3,03/12/2014,@ Hartford,L 3 - 6,3,1,4,23,13,5,12,4,180,"3,600",6,12,23/,26,0.885
4,03/15/2014,Manhattan,W 10 - 7,10,9,19,38,21,14,19,1,30,"3,600",7,14,16,20,0.800
5,03/22/2014,@ Marist,L 8 - 13,8,4,12,48,24,14,25,3,120,"3,600",13,16,18,20,0.900
6,03/29/2014,@ Detroit Mercy,W 10 - 9 (1OT),10,6,16,35,22,8,23,4,240,"3,652",9,13,15,19,0.789
7,04/01/2014,@ Stony Brook,W 12 - 11,12,7,19,41,20,6,27,1,60,"3,600",11,10,10,11,0.909
8,04/05/2014,@ Monmouth,W 17 - 9,17,11,28,34,24,17,29,6,210,"3,600",9,15,16,16,1.000/
9,04/12/2014,Canisius,L 10 - 11,10,6,16,47,24,19,25,5,210,"3,600",11,7,9,10,0.900
10,04/15/2014,Fairfield,L 10 - 15,10,5,15,24,15,14,29,3,150,"3,600",15,11,15,17,0.882
11,04/19/2014,Siena,L 12 - 18,12,10,22,34,19,16,33,4,180,"3,600",18,12,19,23,0.826
12,04/22/2014,@ Yale,L 11 - 14,11,7,18,24,14,11,29,3,150,"3,600",14,13,19,19,1.000/
13,04/26/2014,Air Force,W 15 - 10,15,9,24,39,25,16,29,7,300,"3,600",10,18,17,21,0.810
