,Date,Opponent,Result,Goals,Assists,Points,Shots,SOG,GB,TO,CT,FO Won,FO Taken,Pen,Pen Time,G Min,Goals Allowed,Saves
0,02/12/2014,Mt. St. Mary's,W 10 - 4,10,6,16,46,30,11,18,3,180,"3,600",4,5,20,25,0.800
1,02/15/2014,@ Navy,W 9 - 8 (1OT),9,3,12,38,26,12,20,2,120,"3,712",8,15,18,23,0.783
2,02/22/2014,@ Towson,L 7 - 8,7,4,11,26,20,11,19,3,180,"3,600",8,10,8,15,0.533
3,03/01/2014,@ Hofstra,L 8 - 9 (1OT),8,4,12,34,19,10,19,6,390,"3,821",9,8,13,15,0.867
4,03/08/2014,Harvard,L 7 - 15,7,4,11,57/,26,17,26,1,30,"3,600",15,9,16,18,0.889
5,03/11/2014,Furman,W 16 - 9,16,10,26,47,35,20,29,2,120,"3,600",9,14,16,20,0.800
6,03/15/2014,@ St. John's (NY),L 7 - 15,7,3,10,35,23,13,25,7,330,"3,600",15,12,18,18,1.000/
7,03/19/2014,Loyola Maryland,L 9 - 10,9,3,12,28,18,15,22,4,240,"3,600",10,11,11,11,1.000/
8,03/26/2014,@ Villanova,L 8 - 13,8,5,13,25,14,12,24,5,270,"3,600",13,10,17,18,0.944
9,03/29/2014,Denver,L 9 - 17,9,9,18,26,19,20,27,4,300,"3,600",17,4,11,15,0.733
10,04/05/2014,Providence,W 10 - 8,10,6,16,43,25,16,20,4,180,"3,600",8,14,21,25,0.840
11,04/12/2014,"Lehigh @ Folsom, Pa.",L 3 - 12,3,2,5,23,11,13,19,5,270,"3,600",12,17,11,15,0.733
12,04/19/2014,@ Marquette,L 10 - 11 (1OT),10,6,16,29,18,17,25,3,150,"3,654",11,8,15,17,0.882
13,04/26/2014,Rutgers,L 8 - 12,8,6,14,36,23,20,24,2,120,"3,600",12,11,14,17,0.824
