,Date,Opponent,Result,Goals,Assists,Points,Shots,SOG,GB,TO,CT,FO Won,FO Taken,Pen,Pen Time,G Min,Goals Allowed,Saves
0,02/16/2014,Mercer,W 11 - 10,11,5,16,29,15,11,24,5,180,"3,600",10,16,13,16,0.812
1,02/19/2014,Michigan,L 13 - 14 (1OT),13,8,21,36,21,8,31,4,210,"3,673",14,12,22,28/,0.786
2,02/23/2014,@ Robert Morris,L 7 - 11,7,6,13,44,18,14,22,2,120,"3,600",11,18,15,17,0.882
3,03/01/2014,@ VMI,W 8 - 6,8,8,16,47,27,4,16,4,300,"3,600",6,16,23/,26,0.885
4,03/04/2014,Bellarmine,L 8 - 12,8,7,15,27,19,8,21,6,330,"3,600",12,15,17,25,0.680
5,03/08/2014,@ Wagner,W 9 - 8,9,6,15,29,19,9,21,4,210,"3,600",8,18,17,21,0.810
6,03/15/2014,Marquette,L 10 - 15,10,7,17,29,16,8,29,7,510,"3,600",15,14,14,17,0.824
7,03/23/2014,@ Canisius,W 8 - 6,8,5,13,37,15,5,18,5,180,"3,600",6,17,17,23,0.739
8,03/29/2014,Quinnipiac,L 9 - 10 (1OT),9,6,15,41,22,15,23,6,330,"3,652",10,12,11,17,0.647
9,04/05/2014,Marist,W 12 - 11,12,10,22,27,20,7,27,4,150,"3,600",11,23/,17,23,0.739
10,04/12/2014,Siena,L 8 - 9 (1OT),8,5,13,35,20,9,21,3,90,"3,653",9,18,15,17,0.882
11,04/19/2014,@ Manhattan,L 5 - 6,5,5,10,24,15,9,15,1,60,"3,600",6,12,13,18,0.722
12,04/26/2014,@ Monmouth,W 11 - 6,11,9,20,30,19,11,21,5,240,"3,600",6,18,17,19,0.895
13,05/01/2014,@ Marist,L 9 - 11,9,4,13,32,24,9,23,3,300,"3,600",11,16,16,19,0.842
