,Date,Opponent,Result,Goals,Assists,Points,Shots,SOG,EMOG,MDDG,GB,TO,CT,FO Won,FO Taken,Pen,Pen Time,G Min,Goals Allowed,Saves
0,02/09/2014,"

 Ohio St. 
","
W 10 - 9 (3OT)
","

      
        
          10
        
      
    
","

      
        
          7
        
      
    
","

      
        
          17
        
      
    
","

      
        
          42
        
      
    
","

      
        
          21
        
      
    
","


","


","

      
        
          30
        
      
    
","

      
        
          20
        
      
    
","

      
        
          4
        
      
    
","

      
        
          19
        
      
    
","

      
        
          24
        
      
    
","

      
        
          5
        
      
    
","

      
        
          270
        
      
    
","

      
        
          4,139
        
      
    
","

      
        
          9
        
      
    
","

      
        
          13
        
      
    
"
1,02/15/2014,"

 Towson 
","
W 15 - 8 
","

      
        
          15
        
      
    
","

      
        
          9
        
      
    
","

      
        
          24
        
      
    
","

      
        
          55
        
      
    
","

      
        
          33
        
      
    
","

      
        
          2
        
      
    
","


","

      
        
          37
        
      
    
","

      
        
          13
        
      
    
","

      
        
          7
        
      
    
","

      
        
          17
        
      
    
","

      
        
          26
        
      
    
","

      
        
          2
        
      
    
","

      
        
          120
        
      
    
","

      
        
          3,600
        
      
    
","

      
        
          8
        
      
    
","

      
        
          8
        
      
    
"
2,02/22/2014,"

 Michigan 
","
W 14 - 5 
","

      
        
          14
        
      
    
","

      
        
          8
        
      
    
","

      
        
          22
        
      
    
","

      
        
          36
        
      
    
","

      
        
          21
        
      
    
","

      
        
          1
        
      
    
","


","

      
        
          31
        
      
    
","

      
        
          19
        
      
    
","

      
        
          4
        
      
    
","

      
        
          9
        
      
    
","

      
        
          23
        
      
    
","

      
        
          1
        
      
    
","

      
        
          30
        
      
    
","

      
        
          3,600
        
      
    
","

      
        
          5
        
      
    
","

      
        
          21
        
      
    
"
3,03/01/2014,"

@ Princeton 
","
W 15 - 9 
","

      
        
          15
        
      
    
","

      
        
          8
        
      
    
","

      
        
          23
        
      
    
","

      
        
          35
        
      
    
","

      
        
          21
        
      
    
","


","


","

      
        
          26
        
      
    
","

      
        
          14
        
      
    
","

      
        
          1
        
      
    
","

      
        
          14
        
      
    
","

      
        
          28
        
      
    
","

      
        
          5
        
      
    
","

      
        
          330
        
      
    
","

      
        
          3,600
        
      
    
","

      
        
          9
        
      
    
","

      
        
          13
        
      
    
"
4,03/08/2014,"

@ UMBC 
","
W 15 - 8 
","

      
        
          15
        
      
    
","

      
        
          11
        
      
    
","

      
        
          26
        
      
    
","

      
        
          45
        
      
    
","

      
        
          31
        
      
    
","

      
        
          2
        
      
    
","


","

      
        
          37
        
      
    
","

      
        
          11
        
      
    
","

      
        
          4
        
      
    
","

      
        
          18
        
      
    
","

      
        
          26
        
      
    
","

      
        
          1
        
      
    
","

      
        
          60
        
      
    
","

      
        
          3,600
        
      
    
","

      
        
          8
        
      
    
","

      
        
          8
        
      
    
"
5,03/15/2014,"

 Syracuse 
","
L 10 - 12 
","

      
        
          10
        
      
    
","

      
        
          6
        
      
    
","

      
        
          16
        
      
    
","

      
        
          34
        
      
    
","

      
        
          21
        
      
    
","

      
        
          2
        
      
    
","


","

      
        
          25
        
      
    
","

      
        
          12
        
      
    
","


","

      
        
          21
        
      
    
","

      
        
          25
        
      
    
","

      
        
          1
        
      
    
","

      
        
          30
        
      
    
","

      
        
          3,600
        
      
    
","

      
        
          12
        
      
    
","

      
        
          7
        
      
    
"
6,03/22/2014,"

@ Virginia 
","
L 10 - 11 (1OT)
","

      
        
          10
        
      
    
","

      
        
          9
        
      
    
","

      
        
          19
        
      
    
","

      
        
          33
        
      
    
","

      
        
          26
        
      
    
","

      
        
          4
        
      
    
","


","

      
        
          37
        
      
    
","

      
        
          18
        
      
    
","

      
        
          3
        
      
    
","

      
        
          16
        
      
    
","

      
        
          25
        
      
    
","

      
        
          2
        
      
    
","

      
        
          120
        
      
    
","

      
        
          3,771
        
      
    
","

      
        
          11
        
      
    
","

      
        
          8
        
      
    
"
7,03/29/2014,"

 North Carolina 
","
L 9 - 13 
","

      
        
          9
        
      
    
","

      
        
          6
        
      
    
","

      
        
          15
        
      
    
","

      
        
          40
        
      
    
","

      
        
          19
        
      
    
","

      
        
          2
        
      
    
","


","

      
        
          27
        
      
    
","

      
        
          16
        
      
    
","

      
        
          6
        
      
    
","

      
        
          20
        
      
    
","

      
        
          26
        
      
    
","

      
        
          1
        
      
    
","

      
        
          60
        
      
    
","

      
        
          3,600
        
      
    
","

      
        
          13
        
      
    
","

      
        
          7
        
      
    
"
8,04/04/2014,"

 Albany (NY) 
","
W 13 - 8 
","

      
        
          13
        
      
    
","

      
        
          9
        
      
    
","

      
        
          22
        
      
    
","

      
        
          45
        
      
    
","

      
        
          25
        
      
    
","

      
        
          3
        
      
    
","


","

      
        
          32
        
      
    
","

      
        
          11
        
      
    
","

      
        
          8
        
      
    
","

      
        
          10
        
      
    
","

      
        
          24
        
      
    
","

      
        
          4
        
      
    
","

      
        
          240
        
      
    
","

      
        
          3,600
        
      
    
","

      
        
          8
        
      
    
","

      
        
          8
        
      
    
"
9,04/12/2014,"

 Maryland 
","
W 11 - 6 
","

      
        
          11
        
      
    
","

      
        
          5
        
      
    
","

      
        
          16
        
      
    
","

      
        
          32
        
      
    
","

      
        
          20
        
      
    
","

      
        
          2
        
      
    
","


","

      
        
          30
        
      
    
","

      
        
          9
        
      
    
","

      
        
          12
        
      
    
","

      
        
          6
        
      
    
","

      
        
          21
        
      
    
","

      
        
          7
        
      
    
","

      
        
          360
        
      
    
","

      
        
          3,600
        
      
    
","

      
        
          6
        
      
    
","

      
        
          12
        
      
    
"
