,Date,Opponent,Result,Goals,Assists,Points,Shots,SOG,GB,TO,CT,FO Won,FO Taken,Pen,Pen Time,G Min,Goals Allowed,Saves
0,02/22/2014,Hobart and William Smith,W 12 - 8,12,5,17,45,30,20,24,5,270,"3,600",8,8,17,18,0.944
1,02/25/2014,@ Binghamton,W 14 - 8,14,8,22,44,25,14,23,7,360,"3,553",8,8,13,14,0.929
2,03/01/2014,@ Michigan,W 15 - 14 (1OT),15,6,21,46,27,15,33,7,390,"3,739",14,8,19,22,0.864
3,03/04/2014,Canisius,W 19 - 6,19/,8,27,44,26,17,29,3,180,"3,600",6,10,13,16,0.812
4,03/08/2014,Virginia,W 12 - 9,12,7,19,43,21,12,24,4,300,"3,600",9,15,15,21,0.714
5,03/15/2014,Yale,W 11 - 9,11,10,21,41,23,10,23,6,330,"3,600",9,14,17,19,0.895
6,03/18/2014,@ Colgate,W 15 - 10,15,7,22,31,25,14,27,7,360,"3,600",10,11,14,16,0.875
7,03/22/2014,@ Penn,W 17 - 9,17,9,26,54,33/,18,30,5,210,"3,600",9,8,17,18,0.944
8,03/29/2014,@ Dartmouth,W 19 - 4,19/,14/,33/,50,31,14,26,8,450,"3,600",4,9,20,20,1.000/
9,04/05/2014,Harvard,L 9 - 14,9,4,13,21,17,7,27,8,450,"3,600",14,14,17,20,0.850
10,04/08/2014,Syracuse,L 9 - 14,9,6,15,39,21,12,26,3,150,"3,600",14,10,13,16,0.812
11,04/12/2014,@ Hofstra,L 9 - 10 (1OT),9,4,13,39,20,13,21,4,180,"3,644",10,10,16,18,0.889
12,04/19/2014,Brown,W 14 - 9,14,10,24,45,27,16,27,2,90,"3,600",9,11,21,25,0.840
13,04/26/2014,"Princeton @ Bethpage, N.Y.",W 12 - 10,12,8,20,41,25,12,26,2,90,"3,600",10,16,19,21,0.905
14,05/02/2014,Penn,L 10 - 11,10,5,15,29,19,11,25,8,360,"3,600",11,7,13,14,0.929
15,05/10/2014,@ Maryland,L 7 - 8,7,3,10,25,15,6,17,5,270,"3,600",8,13,15,18,0.833
