,Date,Opponent,Result,Goals,Assists,Points,Shots,SOG,GB,TO,CT,FO Won,FO Taken,Pen,Pen Time,G Min,Goals Allowed,Saves
0,02/16/2014,@ Lehigh,L 6 - 7 (3OT),6,4,10,37,18,8,18,5,270,"4,313/",7,12,26/,32/,0.812
1,02/25/2014,Drexel,W 11 - 10 (1OT),11,2,13,57/,27,15,25,8/,360,"3,846",10,15,18,21,0.857
2,03/01/2014,@ Delaware,L 9 - 11,9,5,14,43,25,6,23,5,180,"3,600",11,5,11,14,0.786
3,03/08/2014,Penn,L 11 - 12,11,8,19,44,26,18,27,2,90,"3,600",12,11,15,15,1.000/
4,03/14/2014,@ Maryland,L 10 - 12,10,6,16,29,17,13,26,1,60,"3,600",12,9,6,8,0.750
5,03/18/2014,Princeton,L 6 - 14,6,4,10,23,18,10,23,1,60,"3,600",14,6,11,16,0.688
6,03/22/2014,@ Marquette,W 10 - 8,10,5,15,28,19,11,20,5,150,"3,600",8,8,14,18,0.778
7,03/26/2014,Georgetown,W 13 - 8,13,9,22,40,23,12,24,2,60,"3,600",8,6,14,18,0.778
8,03/29/2014,@ Penn St.,W 9 - 7,9,4,13,29,22,8,19,5,150,"3,600",7,9,19,22,0.864
9,04/04/2014,Denver,L 8 - 9 (1OT),8,5,13,38,20,9,19,7,330,"3,861",9,12,17,19,0.895
10,04/12/2014,@ Rutgers,W 15 - 11,15,8,23,39,26,12,29,4,240,"3,600",11,8,17,21,0.810
11,04/19/2014,@ St. John's (NY),L 10 - 11 (1OT),10,6,16,28,20,13,25,5,240,"3,743",11,19,14,20,0.700
12,04/23/2014,@ Johns Hopkins,L 7 - 13,7,6,13,31,18,10,23,6,300,"3,600",13,12,13,16,0.812
13,04/26/2014,Providence,L 10 - 11 (2OT),10,8,18,42,22,16,27,2,60,"4,150",11,8,15,21,0.714
14,05/01/2014,"Marquette @ Villanova, Pa.",W 9 - 6,9,2,11,42,19,14,19,1,30,"3,600",6,9,19,21,0.905
15,05/03/2014,@ Denver,L 7 - 14,7,2,9,24,15,9,26,8/,450,"3,600",14,13,9,10,0.900
