,Date,Opponent,Result,Goals,Assists,Points,Shots,SOG,GB,TO,CT,FO Won,FO Taken,Pen,Pen Time,G Min,Goals Allowed,Saves
0,02/15/2014,@ Maryland,L 3 - 14,3,3,6,30,12,9,21,3,120,"3,600",14,15,7,9,0.778
1,02/22/2014,Monmouth,W 10 - 8,10,5,15,38,24,17,22,3,120,"3,600",8,12,11,14,0.786
2,03/01/2014,Richmond,W 14 - 5,14,7,21,45,22,14,21,4,180,"3,600",5,11,14,16,0.875
3,03/08/2014,Johns Hopkins,L 8 - 15,8,4,12,28,16,8,26,3,120,"3,600",15,16,12,19,0.632
4,03/11/2014,Mercer,W 15 - 6,15,6,21,49,29,12,24,5,210,"3,600",6,11,15,16,0.938
5,03/15/2014,@ High Point,L 15 - 17,15,8,23,32,27,14,34,3,120,"3,600",17,12,14,15,0.933
6,03/18/2014,@ Towson,L 8 - 10,8,5,13,34,20,10,21,3,150,"3,600",10,14,14,14,1.000/
7,03/22/2014,@ Mt. St. Mary's,W 17 - 7,17,12,29,47,28,18,27,5,210,"3,600",7,8,20,22,0.909
8,03/28/2014,Stony Brook,W 12 - 11 (1OT),12,8,20,41,24,12,27,5,210,"3,830",11,15,17,19,0.895
9,04/06/2014,@ Binghamton,L 7 - 13,7,3,10,27,20,14,24,2,120,"3,600",13,11,7,8,0.875
10,04/12/2014,Hartford,W 16 - 11,16,10,26,38,25,14,31,4,150,"3,600",11,13,16,18,0.889
11,04/19/2014,Albany (NY),L 14 - 18,14,9,23,46,34/,23,35,10/,510/,"3,600",18,11,10,14,0.714
12,04/26/2014,@ Vermont,W 17 - 14,17,9,26,39,26,28/,34,6,240,"3,600",14,13,14,15,0.933
13,05/01/2014,"Binghamton @ Stony Brook, N.Y.",W 16 - 10,16,8,24,50,28,24,30,5,240,"3,600",10,4,10,10,1.000/
14,05/03/2014,"Albany (NY) @ Stony Brook, N.Y.",L 11 - 20,11,4,15,34,21,22,34,2,60,"3,600",20,7,11,14,0.786
