,Date,Opponent,Result,Goals,Assists,Points,Shots,SOG,GB,TO,CT,FO Won,FO Taken,Pen,Pen Time,G Min,Goals Allowed,Saves
0,02/18/2014,@ Stony Brook,L 10 - 18,10,4,14,40,16,8,31,7,360,"3,600",18,7,14,17,0.824
1,02/22/2014,Colgate,W 8 - 7,8,3,11,28,18,4,18,5,240,"3,600",7,15,20,24,0.833
2,03/01/2014,Army West Point,L 6 - 8,6,2,8,16,11,6,17,4,150,"3,600",8,16,13,18,0.722
3,03/04/2014,@ Delaware,L 6 - 9,6,2,8,34,17,5,19,2,90,"3,600",9,6,17,21,0.810
4,03/07/2014,@ Navy,L 3 - 11,3,2,5,24,16,5,17,2,90,"3,600",11,15,16,21,0.762
5,03/15/2014,Boston U.,L 7 - 12,7,5,12,35,16,8,22,1,60,"3,600",12,11,17,18,0.944
6,03/22/2014,@ Loyola Maryland,L 4 - 21,4,2,6,16,11,11,29,3,150,"3,600",21/,12,11,14,0.786
7,03/28/2014,Mercer,L 8 - 9 (1OT),8,4,12,41,16,8,20,2,120,"3,840",9,10,14,18,0.778
8,04/01/2014,@ Monmouth,W 9 - 5,9,4,13,40,23,13,18,4,210,"3,600",5,11,11,13,0.846
9,04/05/2014,@ Holy Cross,L 5 - 10,5,4,9,31,18,7,18,8,390,"3,600",10,9,13,16,0.812
10,04/08/2014,Manhattan,L 7 - 8 (2OT),7,1,8,47,21,7,20,4,210,"4,080",8,6,13,13,1.000/
11,04/11/2014,@ Bucknell,L 1 - 13,1,1,19,10,29,11,18,3,180,"3,600",13,12,8,22,0.364
12,04/18/2014,Lehigh,L 6 - 17,6,4,10,33,17,15,27,4,210,"3,600",17,5,8,11,0.727
