,Date,Opponent,Result,Goals,Assists,Points,Shots,SOG,GB,TO,CT,FO Won,FO Taken,Pen,Pen Time,G Min,Goals Allowed,Saves
0,02/16/2014,@ Jacksonville,W 19 - 7,19,8,27,56,33,23,30,5,210,"3,600",7,5,17,20,0.850
1,02/22/2014,Penn St.,L 7 - 8,7,3,10,29,20,10,19,4,180,"3,600",8,7,14,17,0.824
2,03/01/2014,@ North Carolina,W 11 - 10,11,5,16,39,21,17,25,4,210,"3,600",10,10,12,14,0.857
3,03/08/2014,"Denver @ Costa Mesa, Calif.",L 7 - 10,7,3,10,46,24,15,21,1,30,"3,600",10,8,8,10,0.800
4,03/16/2014,Virginia,W 18 - 9,18,8,26,40,28,22,30,7,300,"3,600",9,9,11,15,0.733
5,03/25/2014,@ Ohio St.,W 13 - 7,13,4,17,31,21,15,24,3,150,"3,600",7,5,12,18,0.667
6,03/29/2014,@ Syracuse,L 10 - 11,10,4,14,40,23,9,24,2,120,"3,600",11,11,14,15,0.933
7,04/05/2014,Duke,L 7 - 15,7,4,11,34,17,15,25,7,360,"3,600",15,12,12,12,1.000/
8,04/08/2014,@ Marquette,W 12 - 7,12,7,19,36,21,12,22,3,150,"3,600",7,5,10,10,1.000/
9,04/12/2014,Robert Morris,W 15 - 5,15,10,25,47,32,19,25,3,90,"3,600",5,5,14,16,0.875
10,04/19/2014,Maryland,L 8 - 12,8,6,14,21,17,4,24,4,180,"3,600",12,14,12,15,0.800
11,04/25/2014,"Maryland @ Chester, Pa.",W 6 - 5,6,4,10,30,15,3,13,2,120,"3,600",5,12,16,21,0.762
12,04/27/2014,"Syracuse @ Chester, Pa.",W 15 - 14,15,8,23,34,21,12,33,3,90,"3,600",14,8,13,14,0.929
13,05/03/2014,Army West Point,W 18 - 17,18,12,30,38,27,22,38/,5,240,"3,600",17,10,14,14,1.000/
14,05/10/2014,Harvard,W 13 - 5,13,6,19,33,18,13,21,7,300,"3,600",5,17/,21,22,0.955
15,05/17/2014,"Albany (NY) @ Hempstead, N.Y.",W 14 - 13 (1OT),14,5,19,47,28,21,31,2,60,"3,691",13,6,9,9,1.000/
16,05/24/2014,"Maryland @ Baltimore, Md.",W 11 - 6,11,8,19,34,21,6,21,2,60,"3,600",6,14,18,20,0.900
17,05/26/2014,"Duke @ Baltimore, Md.",L 9 - 11,9,4,13,32,18,10,23,2,60,"3,600",11,12,17,19,0.895
