,Date,Opponent,Result,Goals,Assists,Points,Shots,SOG,GB,TO,CT,FO Won,FO Taken,Pen,Pen Time,G Min,Goals Allowed,Saves
0,02/16/2014,@ Sacred Heart,W 8 - 6,8,6,14,47,28,12,17,5,270,"3,600",6,7,12,13,0.923
1,02/22/2014,Siena,L 9 - 13,9,9,18,33,22,15,26,5,210,"3,600",13,9,15,16,0.938
2,02/25/2014,Cornell,L 8 - 14,8,7,15,26,16,9,23,5,180,"3,553",14,11,14,17,0.824
3,03/01/2014,@ Hobart and William Smith,W 11 - 10 (1OT),11,6,17,35,23,12,25,3,150,"3,837",10,13,20,21,0.952
4,03/08/2014,Delaware,L 9 - 10,9,6,15,35,19,12,22,4,150,"3,600",10,8,17,18,0.944
5,03/15/2014,Colgate,L 9 - 10,9,7,16,33,24,9,23,1,60,"3,600",10,13,19,19,1.000/
6,03/23/2014,Air Force,L 8 - 10,8,8,16,25,14,5,22,3,120,"3,600",10,16,16,17,0.941
7,03/28/2014,@ Hartford,W 11 - 10,11,7,18,33,17,8,24,4,150,"3,600",10,12,18,19,0.947
8,04/02/2014,@ Syracuse,L 8 - 10,8,5,13,25,14,12,22,1,60,"3,600",10,5,15,17,0.882
9,04/06/2014,UMBC,W 13 - 7,13,5,18,38,24,10,24,2,60,"3,600",7,13,14,15,0.933
10,04/12/2014,@ Vermont,W 9 - 6,9,5,14,36,22,17,18,4,150,"3,600",6,8,18,22,0.818
11,04/15/2014,Canisius,W 9 - 5,9,4,13,33,23,7,17,1,30,"3,600",5,12,15,16,0.938
12,04/19/2014,Stony Brook,W 14 - 11,14,9,23,42,29,14,27,4,210,"3,600",11,4,12,12,1.000/
13,04/26/2014,@ Albany (NY),L 7 - 21,7,2,9,41,19,15,32,4,210,"3,600",21/,8,8,14,0.571
14,05/01/2014,"UMBC @ Stony Brook, N.Y.",L 10 - 16,10,5,15,20,14,6,30,5,270,"3,600",16,12,12,13,0.923
