,Date,Opponent,Result,Goals,Assists,Points,Shots,SOG,GB,TO,CT,FO Won,FO Taken,Pen,Pen Time,G Min,Goals Allowed,Saves
0,02/08/2014,@ Rutgers,L 5 - 13,5,2,7,32,17,3,21,2,120,"3,600",13,15,16,21,0.762
1,02/16/2014,@ North Carolina,L 5 - 21,5,2,7,28,14,12,30,4,150,"3,600",21/,17,12,18,0.667
2,02/22/2014,@ Fairfield,L 4 - 18,4,2,6,28,15,13,26,7,450,"3,600",18,9,15,16,0.938
3,02/25/2014,Princeton,L 8 - 14,8,4,12,27,18,12,26,7,330,"3,600",14,19,10,15,0.667
4,03/01/2014,Hartford,L 7 - 12,7,6,13,29,17,3,23,4,210,"3,600",12,16,18,21,0.857
5,03/09/2014,Mt. St. Mary's,W 8 - 7,8,3,11,16,11,23,8,8,19,"3,600",7,12,11,23,0.478
6,03/15/2014,@ Quinnipiac,L 7 - 10,7,4,11,35,21,5,19,7,450,"3,600",10,11,15,23,0.652
7,03/18/2014,@ Stony Brook,L 8 - 12,8,8,29,19,27,5,21,5,300,"3,600",12,13,13,15,0.867
8,03/29/2014,@ Marist,W 14 - 13,14,9,23,27,20,10,27,5,210,"3,600",13,12,19,20,0.950
9,04/01/2014,Delaware,L 5 - 10,5,2,7,24,12,4,17,2,120,"3,600",10,13,11,19,0.579
10,04/05/2014,@ Canisius,L 4 - 9,4,2,6,23,14,5,17,3,150,"3,600",9,10,12,13,0.923
11,04/08/2014,@ Lafayette,W 8 - 7 (2OT),8,2,10,20,14,13,20,8,330,"4,080",7,14,10,18,0.556
12,04/12/2014,Monmouth,W 11 - 6,11,6,17,33,17,14,19,4,180,"3,600",6,13,11,17,0.647
13,04/19/2014,Detroit Mercy,W 6 - 5,6,2,8,37,18,6,15,1,60,"3,600",5,10,17,21,0.810
14,04/26/2014,Siena,L 7 - 8,7,4,11,35,17,7,17,3,180,"3,600",8,12,13,18,0.722
