,Date,Opponent,Result,Goals,Assists,Points,Shots,SOG,GB,TO,CT,FO Won,FO Taken,Pen,Pen Time,G Min,Goals Allowed,Saves
0,02/08/2014,@ Army West Point,W 6 - 5,6,4,10,20,12,6,13,2,240,"3,600",5,8,12,13,0.923
1,02/16/2014,"Ohio St. @ Jacksonville, Fla.",W 12 - 11 (1OT),12,4,16,34,21,19,27,5,270,"3,833",11,13,14,18,0.778
2,02/22/2014,Harvard,W 8 - 4,8,4,12,32,19,11,16,3,90,"3,600",4,14,14,15,0.933
3,03/01/2014,@ Brown,W 15 - 2,15,11/,26,39,25,8,21,8,480,"3,600",2,11,16,19,0.842
4,03/08/2014,Albany (NY),L 10 - 25,10,6,16,53/,32/,24/,37/,6,360,"3,600",25/,7,9,10,0.900
5,03/11/2014,Providence,W 16 - 11,16,10,26,35,26,21,30,4,210,"3,600",11,12,10,12,0.833
6,03/15/2014,@ Penn St.,W 8 - 6,8,3,11,33,18,6,15,7,480,"3,600",6,15,19,20,0.950
7,03/18/2014,@ Fairfield,L 5 - 11,5,3,8,31,15,14,20,2,120,"3,600",11,5,14,14,1.000/
8,03/22/2014,Hartford,W 12 - 6,12,7,19,38,26,14,21,1,30,"3,600",6,7,12,12,1.000/
9,04/05/2014,Towson,L 5 - 6,5,2,7,33,21,7,12,4,180,"3,600",6,13,11,13,0.846
10,04/12/2014,@ Drexel,L 9 - 13,9,7,16,36,22,11,25,7,300,"3,600",13,9,13,15,0.867
11,04/19/2014,Hofstra,L 6 - 11,6,4,10,25,14,6,21,8,420,"3,600",11,15,13,14,0.929
12,04/25/2014,@ Delaware,L 7 - 15,7,5,12,39,17,9,25,2,120,"3,600",15,8,7,10,0.700
