,Date,Opponent,Result,Goals,Assists,Points,Shots,SOG,GB,TO,CT,FO Won,FO Taken,Pen,Pen Time,G Min,Goals Allowed,Saves
0,02/08/2014,Mt. St. Mary's,W 16 - 3,16,8,24,44,30,13,23,3,180,"3,600",3,11,17,18,0.944
1,02/15/2014,UMBC,W 14 - 3,14,7,21,45,29,12,21,1,60,"3,600",3,9,20,21,0.952
2,02/22/2014,@ Syracuse,W 16 - 8,16,6,22,55,32,19,27,5,240,"3,600",8,11,13,13,1.000/
3,03/01/2014,Duke,W 10 - 6,10,3,13,44,25,8,19,3,150,"3,600",6,17/,9,12,0.750
4,03/08/2014,@ Stony Brook,W 11 - 8,11,4,15,48,18,9,22,2,90,"3,600",8,9,15,15,1.000/
5,03/14/2014,Villanova,W 12 - 10,12,5,17,39,21,13,26,6,270,"3,600",10,7,13,13,1.000/
6,03/18/2014,@ Michigan,W 13 - 5,13,8,21,42,24,11,20,1,60,"3,600",5,8,15,17,0.882
7,03/22/2014,@ North Carolina,L 8 - 11,8,6,14,30,20,16,23,3,150,"3,600",11,8,16,18,0.889
8,03/30/2014,Virginia,W 9 - 6,9,6,15,33,20,14,19,2,90,"3,600",6,10,17,17,1.000/
9,04/02/2014,Robert Morris,W 19 - 6,19,13,32,36,28,21,28,2,60,"3,600",6,13,14,15,0.933
10,04/12/2014,@ Johns Hopkins,L 6 - 11,6,5,11,31,18,15,21,6,330,"3,600",11,9,11,14,0.786
11,04/19/2014,@ Notre Dame,W 12 - 8,12,4,16,40,26,20,24,6,300,"3,600",8,9,12,14,0.857
12,04/25/2014,"Notre Dame @ Chester, Pa.",L 5 - 6,5,1,6,37,17,10,13,3,120,"3,600",6,9,15,16,0.938
13,05/03/2014,Navy,W 12 - 6,12,3,15,39,22,17,22,4,180,"3,600",6,10,14,15,0.933
14,05/10/2014,Cornell,W 8 - 7,8,3,11,42,21,11,17,2,120,"3,600",7,8,15,16,0.938
15,05/17/2014,"Bryant @ Hempstead, New York",W 16 - 8,16,7,23,38,24,17,27,2,90,"3,600",8,6,20,24,0.833
16,05/24/2014,"Notre Dame @ Baltimore, Md.",L 6 - 11,6,1,7,38,20,15,21,2,60,"3,600",11,10,17,22,0.773
