,Date,Opponent,Result,Goals,Assists,Points,Shots,SOG,GB,TO,CT,FO Won,FO Taken,Pen,Pen Time,G Min,Goals Allowed,Saves
0,02/06/2016,Vermont,W 17 - 16,17,9,26,38,25,17,35,7,390,"3,600",16,19,16,22,0.727
1,02/14/2016,Monmouth,L 5 - 11,5,3,8,23,13,11,20,2,90,"3,600",11,11,9,14,0.643
2,02/18/2016,@ St. John's (NY),W 8 - 7,8,3,11,32,17,13,19,3,120,"2,700",7,16,17,21,0.810
3,02/27/2016,Duke,L 5 - 18,5,3,8,28,14,14,27,3,150,"3,600",18,13,13,19,0.684
4,03/05/2016,@ UMass Lowell,L 9 - 12,9,7,16,30,18,20,25,6,300,"3,600",12,14,9,13,0.692
5,03/12/2016,@ Richmond,L 6 - 12,6,3,9,19,15,9,22,7,300,"3,600",12,9,13,15,0.867
6,03/19/2016,Bellarmine,L 9 - 10,9,3,12,32,13,6,21,7,330,"3,600",10,16,17,19,0.895
7,03/26/2016,@ Holy Cross,L 6 - 10,6,5,11,30,16,13,20,2,90,"3,600",10,10,15,15,1.000/
8,04/02/2016,@ Furman,L 7 - 13,7,4,11,28,15,12,24,4,150,"3,600",13,13,18,21,0.857
9,04/09/2016,VMI,W 14 - 2,14,11,25,41,24,14,20,6,270,"3,600",2,20,20,22,0.909
10,04/16/2016,@ High Point,L 10 - 14,10,7,17,32,25,14,28,4,210,"3,600",14,12,14,19,0.737
11,04/23/2016,Mercer,L 5 - 12,5,2,7,46,25,13,21,2,60,"3,600",12,14,16,19,0.842
12,04/30/2016,Air Force,L 6 - 11,6,2,8,18,12,8,20,2,90,"3,599",11,12,16,18,0.889
