,Date,Opponent,Result,Goals,Assists,Points,Shots,SOG,GB,TO,CT,FO Won,FO Taken,Pen,Pen Time,G Min,Goals Allowed,Saves
0,02/20/2016,@ Boston U.,W 16 - 10,16,11,27,35,23,15,30,6,240,"3,600",10,12,18,24,0.750
1,02/27/2016,Bryant,L 11 - 16,11,7,18,37,24,20,30,5,210,"3,600",16,5,11,12,0.917
2,03/01/2016,@ Massachusetts,L 3 - 11,3,1,4,29,8,11,18,6,300,"3,600",11,10,12,12,1.000/
3,03/05/2016,@ Manhattan,W 16 - 4,16,12,28,57,35,21,24,2,60,"3,600",4,6,12,13,0.923
4,03/12/2016,Quinnipiac,L 10 - 11 (1OT),10,6,16,42,24,16,25,3,120,"3,697",11,12,16,17,0.941
5,03/15/2016,@ Marist,W 11 - 8,11,8,19,29,16,17,22,3,120,"3,600",8,8,12,14,0.857
6,03/19/2016,@ UMass Lowell,W 9 - 8 (3OT),9,7,16,39,20,16,22,2,90,"4,150/",8,15,15,20,0.750
7,03/26/2016,Albany (NY),L 9 - 13,9,5,14,35,16,19,24,3,180,"3,600",13,7,10,12,0.833
8,03/29/2016,Holy Cross,W 10 - 8,10,8,18,22,14,18,21,4,180,"3,600",8,10,13,16,0.812
9,04/02/2016,Binghamton,W 17 - 9,17,12,29,35,18,25,30,1,60,"3,600",9,2,7,9,0.778
10,04/09/2016,@ UMBC,W 10 - 4,10,7,17,33,20,14,17,2,90,"3,600",4,11,16,18,0.889
11,04/16/2016,Siena,W 15 - 4,15,8,23,34,20,11,23,4,210,"3,600",4,20/,17,21,0.810
12,04/19/2016,@ Sacred Heart,W 9 - 8,9,6,15,26,21,15,21,3,150,"3,600",8,11,18,19,0.947
13,04/23/2016,Vermont,L 4 - 13,4,2,6,38,19,16,21,4,210,"3,600",13,16,13,20,0.650
14,04/30/2016,@ Stony Brook,L 8 - 16,8,4,12,21,14,11,26,4,180,"3,600",16,12,9,11,0.818
15,05/05/2016,@ Albany (NY),W 11 - 10 (1OT),11,9,20,32,24,20,24,4,150,"3,688",10,13,9,12,0.750
16,05/07/2016,"Vermont @ Albany, N.Y.",W 17 - 16,17,10,27,47,26,22,36,4,120,"3,600",16,15,16,17,0.941
17,05/11/2016,@ Quinnipiac,L 9 - 14,9,7,16,44,27,18,27,1,60,"3,600",14,5,12,13,0.923
