,Date,Opponent,Result,Goals,Assists,Points,Shots,SOG,GB,TO,CT,FO Won,FO Taken,Pen,Pen Time,G Min,Goals Allowed,Saves
0,02/12/2016,Mercer,W 11 - 2,11,6,17,38,21,9,16,4,210,"3,600",2,7,14,15,0.933
1,02/20/2016,Mt. St. Mary's,W 9 - 5,9,6,15,42,24,9,15,2,210,"3,600",5,8,18,19,0.947
2,02/27/2016,Georgetown,W 10 - 7,10,6,16,41,23,11,20,2,90,"3,600",7,11,10,13,0.769
3,03/02/2016,@ Loyola Maryland,W 10 - 8,10,7,17,33,17,12,21,2,60,"3,600",8,16,14,18,0.778
4,03/05/2016,UMBC,W 14 - 6,14,7,21,47,25,15,23,4,150,"3,600",6,3,12,13,0.923
5,03/12/2016,@ Johns Hopkins,L 8 - 14,8,1,9,26,14,11,25,2,120,"3,600",14,7,12,15,0.800
6,03/15/2016,@ Ohio St.,W 10 - 9 (1OT),10,5,15,31,22,6,22,3,180,"3,806",9,8,15,15,1.000/
7,03/19/2016,Furman,W 15 - 6,15,11,26,49,26,16,24,1,60,"3,600",6,3,12,14,0.857
8,03/26/2016,Binghamton,W 15 - 6,15,5,20,42,25,12,25,2,120,"3,600",6,11,14,16,0.875
9,04/02/2016,Drexel,W 11 - 7,11,3,14,46,27,16,21,3,120,"3,600",7,5,17,19,0.895
10,04/09/2016,@ Massachusetts,W 11 - 8,11,6,17,34,19,7,23,1,60,"3,600",8,6,15,18,0.833
11,04/16/2016,Delaware,L 7 - 10,7,4,11,38,18,11,20,2,120,"3,600",10,11,14,14,1.000/
12,04/23/2016,Fairfield,W 18 - 11,18,8,26,41,22,13,32,4,180,"3,600",11,5,16,17,0.941
13,04/30/2016,@ Hofstra,W 8 - 7,8,4,12,34,21,7,19,1,30,"3,600",7,9,14,16,0.875
14,05/05/2016,Drexel,W 10 - 6,10,2,12,32,19,13,19,1,30,"3,600",6,9,12,13,0.923
15,05/07/2016,Fairfield,W 4 - 2,4,3,7,26,15,4,10,1,30,"3,600",2,15,17,19,0.895
16,05/11/2016,Hobart and William Smith,W 18 - 5,18,10,28,51,37/,14,26,3,120,"3,600",5,6,18,21,0.857
17,05/15/2016,@ Denver,W 10 - 9,10,5,15,34,17,2,22,5,240,"3,600",9,13,15,17,0.882
18,05/22/2016,"Loyola Maryland @ Columbus, Ohio",L 8 - 10,8,3,11,25,13,7,22,2,120,"3,600",10,8,14,14,1.000/
