,Date,Opponent,Result,Goals,Assists,Points,Shots,SOG,GB,TO,CT,FO Won,FO Taken,Pen,Pen Time,G Min,Goals Allowed,Saves
0,02/20/2016,Bellarmine,W 9 - 7,9,3,12,47,22,12,7,11,18,"3,600",7,6,12,15,0.800
1,02/27/2016,@ Richmond,W 7 - 2,7,5,12,23,18,4,13,4,180,"3,600",2,9,18,22,0.818
2,03/04/2016,@ Ohio St.,L 8 - 12,8,1,9,38,24,11,24,2,60,"3,600",12,7,10,11,0.909
3,03/06/2016,"Detroit Mercy @ Columbus, Ohio",W 10 - 8,10,5,15,43,24,19,20,4,180,"3,600",8,8,12,15,0.800
4,03/12/2016,Robert Morris,W 13 - 5,13,5,18,33,24,17,22,1,30,"3,600",5,6,15,18,0.833
5,03/19/2016,@ Quinnipiac,W 11 - 5,11,6,17,35,20,14,19,1,30,"3,580",5,7,17,17,1.000/
6,03/26/2016,Georgetown,W 9 - 8,9,1,10,30,19,15,21,4,180,"3,600",8,3,9,11,0.818
7,04/02/2016,Villanova,W 11 - 3,11,3,14,30,23,12,17,4,210,"3,600",3,13,19,20,0.950
8,04/09/2016,@ St. John's (NY),W 11 - 7,11,5,16,26,18,13,21,4,150,"3,600",7,12,10,11,0.909
9,04/13/2016,@ Notre Dame,L 7 - 8 (1OT),7,4,11,32,16,5,18,3,90,"3,630",8,9,16,18,0.889
10,04/16/2016,Providence,W 8 - 7,8,6,14,24,16,10,18,3,180,"3,600",7,7,12,13,0.923
11,04/22/2016,@ Duke,L 1 - 16,1,1,2,25,13,9,21,5,240,"3,600",16,11,12,14,0.857
12,04/30/2016,@ Denver,L 11 - 14,11,9,20,27,19,9,28,2,120,"3,600",14,7,12,14,0.857
13,05/05/2016,"Villanova @ Denver, Colo.",W 14 - 9,14,5,19,34,18,14,27,2,60,"3,600",9,10,12,15,0.800
14,05/07/2016,@ Denver,W 10 - 9,10,5,15,28,20,10,7,12,23,"3,600",9,9,13,16,0.812
15,05/14/2016,North Carolina,L 9 - 10,9,5,14,26,17,9,21,3,150,"3,600",10,10,14,15,0.933
