,Date,Opponent,Result,Goals,Assists,Points,Shots,SOG,GB,TO,CT,FO Won,FO Taken,Pen,Pen Time,G Min,Goals Allowed,Saves
0,02/20/2016,Air Force,L 6 - 7 (4OT),6,4,10,39,25,4,20,2,90,"4,428/",7,17,25/,29/,0.862
1,02/27/2016,Binghamton,W 10 - 8,10,4,14,33,22,6,21,10,630/,"3,600",8,18,10,14,0.714
2,03/05/2016,@ High Point,L 9 - 11,9,6,15,25,16,5,23,1,60,"3,600",11,17,16,20,0.800
3,03/12/2016,@ UMBC,L 8 - 9 (1OT),8,5,13,26,19,10,21,5,210,"3,606",9,16,16,22,0.727
4,03/15/2016,Hartford,L 8 - 11,8,4,12,27,16,5,22,5,180,"3,600",11,5,16,18,0.889
5,03/19/2016,@ Monmouth,W 9 - 8,9,6,15,26,16,3,19,7,450,"3,600",8,13,15,19,0.789
6,03/23/2016,@ Michigan,W 7 - 6 (1OT),7,5,12,36,21,7,17,2,90,"3,693",6,10,14,19,0.737
7,03/26/2016,Canisius,W 13 - 10,13,8,21,34,22,14,27,1,30,"3,600",10,9,16,16,1.000/
8,04/02/2016,Quinnipiac,L 7 - 8 (1OT),7,6,13,36,20,5,19,4,210,"3,839",8,10,22,23,0.957
9,04/09/2016,@ Siena,W 12 - 6,12,5,17,32,23,8,21,3,120,"3,600",6,12,18,20,0.900
10,04/12/2016,@ Stony Brook,W 10 - 9 (1OT),10,6,16,32,21,5,21,4,210,"3,810",9,8,12,13,0.923
11,04/16/2016,Manhattan,L 10 - 11 (1OT),10,6,16,34,20,8,24,4,210,"3,621",11,14,19,23,0.826
12,04/23/2016,@ NJIT,W 14 - 10,14,9,23,35,25,14,27,3,270,"3,600",10,4,16,20,0.800
13,04/30/2016,@ Detroit Mercy,W 14 - 3,14,9,23,41,25,6,18,6,270,"3,600",3,17,24,26,0.923
14,05/05/2016,"Monmouth @ Hamden, Conn.",W 8 - 7,8,4,12,26,16,5,18,2,120,"3,600",7,9,15,16,0.938
15,05/07/2016,@ Quinnipiac,L 9 - 13,9,5,14,35,22,6,26,4,210,"3,600",13,11,18,18,1.000/
