,Date,Opponent,Result,Goals,Assists,Points,Shots,SOG,GB,TO,CT,FO Won,FO Taken,Pen,Pen Time,G Min,Goals Allowed,Saves
0,02/12/2016,Sacred Heart,L 8 - 12,8,5,13,25,15,15,24,4,210,"3,600",12,13,16,24,0.667
1,02/19/2016,Wagner,W 12 - 7,12,8,20,32,20,10,21,5,210,"3,600",7,10,15,20,0.750
2,02/27/2016,@ Loyola Maryland,L 8 - 12,8,6,14,24,14,11,24,3,120,"3,600",12,12,14,18,0.778
3,03/05/2016,Army West Point,L 5 - 14,5,3,8,23,12,5,22,5,180,"3,600",14,13,17,25,0.680
4,03/08/2016,@ Penn,L 6 - 12,6,3,9,36,23,11,21,4,180,"3,600",12,14,16,20,0.800
5,03/19/2016,Lehigh,L 6 - 11,6,4,10,29,17,10,19,3,150,"3,600",11,7,15,17,0.882
6,03/22/2016,@ Navy,L 4 - 11,4,4,8,23,11,20,3,7,18,"3,600",11,7,15,20,0.750
7,03/26/2016,Boston U.,L 6 - 16,6,2,8,20,10,5,26,2,90,"3,600",16,12,13,19,0.684
8,04/02/2016,UMBC,L 8 - 13,8,5,13,40,23,17,24,6,270,"3,600",13,9,15,18,0.833
9,04/05/2016,@ Monmouth,W 11 - 10,11,5,16,38,22,18,25,2,90,"3,600",10,13,11,13,0.846
10,04/09/2016,@ Holy Cross,L 6 - 11,6,6,12,28,10,8,21,1,60,"3,600",11,6,13,17,0.765
11,04/12/2016,@ NJIT,W 12 - 4,12,8,20,51,28,12,19,2,60,"3,600",4,4,9,9,1.000/
12,04/15/2016,@ Bucknell,L 7 - 14,7,3,10,31,14,10,24,3,180,"3,600",14,5,9,11,0.818
13,04/22/2016,Colgate,L 9 - 14,9,4,13,25,17,15,26,3,180,"3,600",14,12,7,17,0.412
