,Date,Opponent,Result,Goals,Assists,Points,Shots,SOG,GB,TO,CT,FO Won,FO Taken,Pen,Pen Time,G Min,Goals Allowed,Saves
0,02/21/2016,@ Syracuse,L 7 - 16,7,4,11,25,12,7,27,3,180,"3,600",16,17,20,25,0.800
1,02/27/2016,Drexel,W 20 - 14,20/,8,28,60/,36/,26/,38/,3,150,"3,600",14,12,19,20,0.950
2,03/05/2016,Cornell,W 12 - 8,12,8,20,35,21,5,24,2,90,"3,600",8,18,21,26/,0.808
3,03/08/2016,@ Massachusetts,W 16 - 4,16,11,27,40,25,8,23,4,180,"3,600",4,15,22/,23,0.957
4,03/16/2016,@ Maryland,L 7 - 10,7,5,12,23,14,4,20,2,120,"3,600",10,7,14,18,0.778
5,03/19/2016,Stony Brook,W 16 - 10,16,9,25,37,26,16,29,4,180,"3,600",10,16,16,17,0.941
6,03/26/2016,@ Hartford,W 13 - 9,13,10,23,31,20,5,24,7,300,"3,600",9,7,20,20,1.000/
7,03/30/2016,Harvard,W 10 - 9,10,6,16,41,25,15,21,4,210,"3,600",9,18,14,15,0.933
8,04/02/2016,@ UMass Lowell,W 16 - 9,16,15/,31,41,26,17,27,3,120,"3,600",9,10,17,19,0.895
9,04/09/2016,Vermont,W 13 - 7,13,9,22,45,29,15,24,1,30,"3,600",7,14,17,21,0.810
10,04/16/2016,Binghamton,W 12 - 8,12,8,20,35,22,12,23,3,180,"3,600",8,15,17,18,0.944
11,04/23/2016,@ Yale,W 14 - 13 (1OT),14,10,24,37,22,16,30,3,150,"3,773",13,14,17,18,0.944
12,04/26/2016,Siena,W 17 - 8,17,10,27,38,20,20,28,3,150,"3,600",8,10,19,20,0.950
13,04/30/2016,@ UMBC,W 15 - 14 (1OT),15,12,27,41,26,25,32,4,180,"3,840",14,8,16,18,0.889
14,05/05/2016,Hartford,L 10 - 11 (1OT),10,4,14,42,23,4,24,2,90,"3,688",11,13,22/,23,0.957
15,05/15/2016,@ Syracuse,L 9 - 11,9,5,14,34,21,8,8,12,24,"3,600",11,9,21,21,1.000/
