,Date,Opponent,Result,Goals,Assists,Points,Shots,SOG,GB,TO,CT,FO Won,FO Taken,Pen,Pen Time,G Min,Goals Allowed,Saves
0,02/06/2016,@ Navy,L 6 - 10,6,4,10,18,9,7,20,3,90,"3,600",10,6,12,17,0.706
1,02/13/2016,Denver,L 9 - 10,9,3,12,40,22,7,23,1,30,"3,600",10,6,16,16,1.000/
2,02/20/2016,@ Marist,W 7 - 6 (4OT),7,6,13,46,24,16,20,2,90,"4,428/",6,19,14,19,0.737
3,02/27/2016,"Dartmouth @ Denver, Colo.",W 9 - 3,9,5,14,26,18,10,16,4,180,"3,600",3,10,19,21,0.905
4,02/28/2016,"Sacred Heart @ Denver, Colo.",W 13 - 10,13,4,17,31,19,12,26,6,240,"3,600",10,8,13,15,0.867
5,03/05/2016,@ Robert Morris,W 11 - 10,11,3,14,34,23,18,25,3,150,"3,600",10,6,8,10,0.800
6,03/12/2016,Furman,W 14 - 4,14,11,25,31,20,9,21,3,120,"3,600",4,12,15,15,1.000/
7,03/19/2016,High Point,W 13 - 4,13,5,18,32,17,11,21,4,150,"3,600",4,11,14,18,0.778
8,03/22/2016,@ Duke,W 10 - 9 (1OT),10,7,17,28,18,5,22,4,240,"3,830",9,17,15,18,0.833
9,03/26/2016,@ Detroit Mercy,W 7 - 5,7,4,11,30,17,11,15,3,150,"3,600",5,9,17,17,1.000/
10,04/02/2016,@ Bellarmine,W 8 - 7 (1OT),8,3,11,30,18,10,19,3,240,"3,840",7,7,14,15,0.933
11,04/09/2016,Mercer,W 15 - 13,15,6,21,45,31,19,32,1,60,"3,559",13,8,18,21,0.857
12,04/16/2016,VMI,W 13 - 3,13,5,18,35,21,9,17,1,60,"3,600",3,9,16,17,0.941
13,04/23/2016,@ Richmond,W 9 - 8,9,5,14,25,18,10,20,5,210,"3,600",8,12,12,17,0.706
14,04/30/2016,@ Jacksonville,W 11 - 6,11,5,16,46,23,12,20,3,120,"3,599",6,6,15,15,1.000/
15,05/05/2016,"Bellarmine @ Richmond, Va.",W 10 - 8,10,9,19,28,17,11,22,2,90,"3,600",8,7,12,14,0.857
16,05/07/2016,Richmond,W 9 - 8 (1OT),9,5,14,33,20,12,22,1,60,"3,650",8,10,15,16,0.938
17,05/14/2016,@ Notre Dame,L 7 - 15,7,3,10,30,18,9,26,4,240,"3,600",15,7,12,14,0.857
