,Date,Opponent,Result,Goals,Assists,Points,Shots,SOG,GB,TO,CT,FO Won,FO Taken,Pen,Pen Time,G Min,Goals Allowed,Saves
0,02/13/2016,Siena,W 18 - 5,18,15,33,41,23,18,11,20,27,"3,600",5,6,22/,24,0.917
1,02/21/2016,Albany (NY),W 16 - 7,16,9,25,59/,33,20,27,4,240,"3,600",7,5,18,19,0.947
2,02/28/2016,Army West Point,W 9 - 8,9,2,11,30,20,13,19,4,180,"3,600",8,10,18,18,1.000/
3,03/04/2016,@ Virginia,W 14 - 13,14,9,23,31,21,18,29,7,360,"3,600",13,13,14,16,0.875
4,03/12/2016,St. John's (NY),W 15 - 4,15,7,22,54,29,18,22,6,240,"3,600",4,4,17,17,1.000/
5,03/19/2016,@ Johns Hopkins,L 10 - 11 (1OT),10,5,15,36,20,13,24,3,120,"3,711",11,5,17,20,0.850
6,03/26/2016,@ Duke,L 15 - 16 (1OT),15,8,23,40,22,15,34,4,180,"3,653",16,11,14,16,0.875
7,04/02/2016,Notre Dame,L 7 - 17,7,5,12,30,17,12,27,2,90,"3,600",17,9,15,23,0.652
8,04/06/2016,@ Hobart and William Smith,W 13 - 6,13,7,20,43,25,13,21,2,90,"3,600",6,7,18,18,1.000/
9,04/12/2016,@ Cornell,L 9 - 10 (1OT),9,3,12,40,22,18,22,1,30,"3,757",10,6,8,8,1.000/
10,04/16/2016,North Carolina,W 13 - 7,13,10,23,39,23,18,7,16,24,"3,600",7,9,15,18,0.833
11,04/20/2016,Binghamton,W 13 - 5,13,6,19,42,27,15,20,5,180,"3,600",5,7,11,12,0.917
12,04/29/2016,"North Carolina @ Kennesaw, Georgia",W 10 - 7,10,8,18,37,22,12,21,4,210,"3,600",7,14,14,15,0.933
13,05/01/2016,"Duke @ Kennesaw, Georgia",W 14 - 8,14,11,25,46,31,14,25,1,60,"3,600",8,13,15,16,0.938
14,05/07/2016,Colgate,W 18 - 3,18,7,25,46,30,14,22,1,30,"3,600",3,7,16,16,1.000/
15,05/15/2016,Albany (NY),W 11 - 9,11,4,15,39,20,12,6,12,24,"3,600",9,12,19,21,0.905
16,05/21/2016,"Maryland @ Providence, R.I.",L 7 - 13,7,3,10,40,23,15,24,4,210,"3,600",13,4,8,10,0.800
