,Date,Opponent,Result,Goals,Assists,Points,Shots,SOG,GB,TO,CT,FO Won,FO Taken,Pen,Pen Time,G Min,Goals Allowed,Saves
0,02/06/2016,Air Force,W 10 - 6,10,6,16,24,16,13,20,1,30,"3,600",6,3,13,15,0.867
1,02/09/2016,Johns Hopkins,L 11 - 12 (2OT),11,7,18,47,24,10,24,6,330,"3,879",12,10,15,17,0.882
2,02/21/2016,Delaware,W 5 - 1,5,3,8,32,15,5,10,2,60,"3,600",1,6,20,20,1.000/
3,02/27/2016,@ Boston U.,L 9 - 10 (2OT),9,6,15,47,24,9,21,2,90,"4,006",10,5,17,20,0.850
4,03/05/2016,@ Bucknell,W 13 - 6,13,10,23,32,20,17,23,2,60,"3,600",6,12,16,18,0.889
5,03/19/2016,Loyola Maryland,W 10 - 9,10,6,16,24,14,13,23,1,60,"3,600",9,6,14,16,0.875
6,03/22/2016,Lafayette,W 11 - 4,11,6,17,39,18,11,18,4,180,"3,600",4,7,17,17,1.000/
7,03/26/2016,@ Lehigh,W 12 - 7,12,7,19,50,26,16,22,3,150,"3,600",7,13,16,18,0.889
8,04/02/2016,Holy Cross,W 12 - 3,12,8,20,41,22,17,7,15,19,"3,600",3,9,17,19,0.895
9,04/09/2016,Colgate,W 16 - 9,16,6,22,43,26,18,26,3,180,"3,600",9,10,16,18,0.889
10,04/16/2016,@ Army West Point,W 11 - 10 (1OT),11,2,13,37,20,13,25,4,210,"3,698",10,14,14,16,0.875
11,04/19/2016,@ Maryland,L 5 - 10,5,5,23,11,22,11,19,1,60,"3,600",10,10,9,13,0.692
12,04/22/2016,Sacred Heart,W 7 - 1,7,5,12,40,23,7,11,4,180,"3,600",1,9,22,27,0.815
13,04/29/2016,Army West Point,L 3 - 9,3,2,5,19,12,4,15,3,120,"3,600",9,9,13,15,0.867
14,05/15/2016,@ Yale,W 13 - 10,13,7,20,34,19,16,26,4,180,"3,600",10,12,17,20,0.850
15,05/21/2016,@ Brown,L 10 - 11,10,4,14,34,22,7,25,3,120,"3,600",11,21,16,21,0.762
