,Date,Opponent,Result,Goals,Assists,Points,Shots,SOG,GB,TO,CT,FO Won,FO Taken,Pen,Pen Time,G Min,Goals Allowed,Saves
0,02/06/2016,NJIT,W 21 - 4,21,14/,35/,49,33,12,26,2,90,"3,600",4,6,14,16,0.875
1,02/14/2016,@ Duke,L 11 - 13,11,6,17,44,25,9,27,5,270,"3,600",13,8,16,22,0.727
2,02/20/2016,@ Furman,W 15 - 7,15,11,26,32,20,8,25,5,240,"3,600",7,15,17,19,0.895
3,02/27/2016,Holy Cross,W 12 - 11,12,9,21,39,26,16,26,2,120,"3,600",11,6,14,14,1.000/
4,03/05/2016,Colgate,W 12 - 9,12,5,17,39,24,13,25,4,180,"3,600",9,11,12,16,0.750
5,03/12/2016,@ Army West Point,L 10 - 13,10,5,15,24,14,5,27,4,210,"3,600",13,11,16,19,0.842
6,03/19/2016,@ Lafayette,W 11 - 6,11,7,18,42,18,9,19,4,210,"3,600",6,11,18,22,0.818
7,03/26/2016,Navy,L 7 - 12,7,5,12,28,20,6,22,5,270,"3,600",12,14,15,16,0.938
8,03/29/2016,Stony Brook,L 6 - 16,6,1,7,22,16,9,26,2,120,"3,600",16,11,14,17,0.824
9,04/02/2016,@ Boston U.,W 8 - 7,8,3,11,19,13,5,19,5,270,"3,600",7,9,13,19,0.684
10,04/09/2016,Loyola Maryland,L 10 - 11,10,4,14,35,24,9,24,6,390/,"3,600",11,10,19,21,0.905
11,04/12/2016,@ Princeton,L 6 - 13,6,5,11,33,16,10,21,7,300,"3,600",13,5,12,12,1.000/
12,04/16/2016,Cornell,L 12 - 13,12,9,21,28,20,2,27,3,150,"3,600",13,11,20,23,0.870
13,04/22/2016,@ Bucknell,L 7 - 15,7,5,12,25,15,2,26,2,90,"3,600",15,16,14,14,1.000/
14,04/26/2016,@ Army West Point,L 6 - 13,6,2,8,24,17,4,22,7,360,"3,600",13,11,20,21,0.952
