,Date,Opponent,Result,Goals,Assists,Points,Shots,SOG,GB,TO,CT,FO Won,FO Taken,Pen,Pen Time,G Min,Goals Allowed,Saves
0,02/12/2016,@ Towson,L 2 - 11,2,1,3,17,9,7,16,3,180,"3,600",11,10,14,16,0.875
1,02/19/2016,Detroit Mercy,W 9 - 8,9,3,12,30,16,10,19,4,150,"3,600",8,18,18,18,1.000/
2,02/23/2016,Siena,W 12 - 11,12,6,18,32,20,13,27,3,120,"3,600",11,9,14,15,0.933
3,02/29/2016,@ Duke,L 9 - 19,9,5,14,35,17,13,31,2,90,"3,600",19,6,7,11,0.636
4,03/08/2016,Robert Morris,L 10 - 11 (1OT),10,3,13,46,18,12,25,4,180,"3,733",11,10,17,18,0.944
5,03/12/2016,@ Bellarmine,L 7 - 11,7,1,8,31,16,9,21,3,120,"3,600",11,6,12,15,0.800
6,03/19/2016,VMI,W 13 - 2,13,7,20,47,29,13,19,4,240,"3,600",2,10,16,16,1.000/
7,03/26/2016,@ Drexel,L 5 - 12,5,3,8,32,14,9,20,7,390,"3,600",12,15,16,18,0.889
8,04/03/2016,@ High Point,L 10 - 15,10,2,12,30,24,16,29,3,150,"3,600",15,11,11,13,0.846
9,04/09/2016,@ Air Force,L 13 - 15,13,5,18,29,21,13,32,3,150,"3,559",15,16,13,19,0.684
10,04/16/2016,Furman,W 12 - 10,12,5,17,41,23,17,24,2,180,"3,600",10,4,15,16,0.938
11,04/23/2016,@ Jacksonville,W 12 - 5,12,4,16,44,26,8,21,5,210,"3,600",5,20,22,24,0.917
12,04/30/2016,Richmond,L 6 - 12,6,3,9,29,15,8,20,2,120,"3,600",12,16,15,19,0.789
