,Date,Opponent,Result,Goals,Assists,Points,Shots,SOG,GB,TO,CT,FO Won,FO Taken,Pen,Pen Time,G Min,Goals Allowed,Saves
0,02/07/2015,@ Bryant,W 9 - 5,9,3,12,33,19,5,18,2,120,"3,600",5,11,15,22,0.682
1,02/14/2015,@ Vermont,W 10 - 8,10,8,18,33,23,6,21,5,180,"3,600",8,7,14,16,0.875
2,02/21/2015,Lafayette,W 12 - 10,12,8,20,37,30,17,25,3,120,"3,600",10,10,17,23,0.739
3,02/28/2015,@ Bucknell,W 10 - 8,10,7,17,33,20,15,22,2,90,"3,600",8,8,13,13,1.000/
4,03/07/2015,Boston U.,L 11 - 18,11,5,16,31,18,7,33,2,90,"3,600",18,8,17,22,0.773
5,03/14/2015,@ Fairfield,L 9 - 13,9,6,15,36,20,13,25,1,60,"3,600",13,6,15,16,0.938
6,03/17/2015,@ Cornell,L 9 - 10 (1OT),9,6,15,23,13,7,23,2,90,"3,776",10,16,12,14,0.857
7,03/21/2015,Navy,L 6 - 7,6,3,9,31,15,6,17,4,150,"3,600",7,7,14,16,0.875
8,03/28/2015,@ Loyola Maryland,W 11 - 4,11,8,19,33,19,6,19,2,90,"3,600",4,12,20,23,0.870
9,04/04/2015,Lehigh,W 12 - 8,12,4,16,27,16,10,23,6,300,"3,600",8,10,13,17,0.765
10,04/11/2015,@ Holy Cross,W 14 - 13,14,9,23,27,20,13,30,2,90,"3,600",13,5,6,8,0.750
11,04/17/2015,@ Army West Point,W 8 - 5,8,3,11,25,16,6,17,3,150,"3,600",5,9,18,20,0.900
12,04/24/2015,"Bucknell @ Annapolis, Md.",W 18 - 5,18,10,28,25,20,10,25,5,240,"3,600",5,11,10,13,0.769
13,04/26/2015,"Army West Point @ Annapolis, Md.",W 11 - 8,11,4,15,22,17,5,23,2,90,"3,600",8,8,17,17,1.000/
14,05/02/2015,Syracuse,L 7 - 9,7,3,10,26,15,2,20,4,270,"3,600",9,14,17,18,0.944
15,05/10/2015,@ North Carolina,L 12 - 19,12,10,22,37,23,14,35/,2,90,"3,600",19,14,14,18,0.778
