,Date,Opponent,Result,Goals,Assists,Points,Shots,SOG,GB,TO,CT,FO Won,FO Taken,Pen,Pen Time,G Min,Goals Allowed,Saves
0,02/08/2015,@ Navy,L 7 - 21,7,3,10,18,14,9,32,4,180,"3,600",21,10,18,24,0.750
1,02/09/2015,@ Army West Point,L 3 - 24,3,3,19,9,2,9,29,4,210,"3,600",24/,16,13,23,0.565
2,02/14/2015,Mt. St. Mary's,L 8 - 11,8,3,11,27,19,13,21,3,150,"3,600",11,6,15,19,0.789
3,02/25/2015,Saint Joseph's,L 3 - 11,3,3,21,15,23,8,16,3,120,"3,600",11,20,11,22,0.500
4,03/07/2015,@ Richmond,L 1 - 20,1,1,2,19,11,12,26,3,180,"3,600",20,22/,12,23,0.522
5,03/08/2015,"Air Force @ Bethesda, Md.",L 8 - 12,8,1,9,23,14,10,23,2,90,"3,600",12,12,13,15,0.867
6,03/14/2015,Jacksonville,L 3 - 8,3,3,25,10,23,5,15,2,120,"3,600",8,11,20,22,0.909
7,03/17/2015,@ Wagner,L 4 - 12,4,4,24,14,17,12,21,3,150,"3,600",12,9,13,17,0.765
8,03/21/2015,@ Bellarmine,L 7 - 17,7,4,11,37,14,10,4,13,28,"3,600",17,9,12,16,0.750
9,03/24/2015,Virginia,L 3 - 17,3,3,31,16,1,10,24,1,60,"3,600",17,8,14,19,0.737
10,04/04/2015,Mercer,L 4 - 17,4,3,7,30,13,9,24,5,240,"3,600",17,7,12,14,0.857
11,04/11/2015,@ Furman,L 5 - 13,5,2,7,37,19,11,21,5,180,"3,600",13,8,17,23,0.739
12,04/17/2015,High Point,L 5 - 18,5,2,7,40,18,10,23,3,150,"3,600",18,9,18,22,0.818
13,04/19/2015,Canisius,L 6 - 20,6,2,8,30,14,15,30,5,270,"3,600",20,12,14,15,0.933
14,04/26/2015,"UMass Lowell @ Scranton, Pa.",W 11 - 10,11,7,18,40,25,21/,25,3,180,"3,600",10,12,21,24,0.875
