,Date,Opponent,Result,Goals,Assists,Points,Shots,SOG,GB,TO,CT,FO Won,FO Taken,Pen,Pen Time,G Min,Goals Allowed,Saves
0,02/14/2015,@ Boston U.,L 9 - 13,9,6,15,33,22,12,26,2,90,"3,600",13,15,11,16,0.688
1,02/21/2015,"Furman @ Denver, Colo.",L 8 - 9 (1OT),8,5,13,42,18,10,21,2,90,"3,615",9,9,9,13,0.692
2,02/22/2015,@ Air Force,L 6 - 13,6,2,8,30,20,8,21,2,90,"3,600",13,8,8,15,0.533
3,02/28/2015,@ Michigan,L 5 - 13,5,3,8,32,19,10,20,3,120,"3,600",13,9,10,13,0.769
4,03/10/2015,@ Hobart and William Smith,L 4 - 10,4,2,6,33,18,10,18,1,30,"3,600",10,5,12,15,0.800
5,03/14/2015,@ Manhattan,W 8 - 4,8,5,13,30,18,6,16,2,120,"3,600",4,16,15,15,1.000/
6,03/17/2015,Albany (NY),L 6 - 26,6,2,8,21,12,14,33,9,480,"3,600",26/,11,14,16,0.875
7,03/21/2015,Marist,L 7 - 9,7,5,12,29,16,14,20,1,30,"3,600",9,8,9,11,0.818
8,03/28/2015,Siena,W 10 - 9 (1OT),10,5,15,28,19,10,22,3,120,"3,628",9,14,18,19,0.947
9,04/04/2015,@ Monmouth,L 7 - 10,7,6,13,34,19,15,21,2,60,"3,600",10,5,7,8,0.875
10,04/07/2015,@ Cornell,L 6 - 12,6,2,8,25,12,5,23,4,150,"3,600",12,18,15,20,0.750
11,04/11/2015,Quinnipiac,L 7 - 9,7,4,11,22,13,7,20,1,60,"3,600",9,6,14,18,0.778
12,04/14/2015,Binghamton,L 9 - 11,9,3,12,33,15,12,7,8,24,"3,600",11,5,14,15,0.933
13,04/19/2015,@ VMI,W 20 - 6,20/,9,29,53,32,15,30,1,60,"3,600",6,8,21,22,0.955
14,04/25/2015,@ Detroit Mercy,L 6 - 11,6,3,9,44,24,8,21,7,390,"3,600",11,15,16,19,0.842
