,Date,Opponent,Result,Goals,Assists,Points,Shots,SOG,GB,TO,CT,FO Won,FO Taken,Pen,Pen Time,G Min,Goals Allowed,Saves
0,02/14/2015,Manhattan,W 14 - 4,14,7,21,47,25,13,21,6,330,"3,600",4,14,14,14,1.000/
1,02/21/2015,Hofstra,W 14 - 12,14,12,26,34,20,13,29,8,480/,"3,600",12,16,13,15,0.867
2,02/28/2015,@ Johns Hopkins,W 16 - 15 (1OT),16,13,29,34,20,19,34,9/,450,"3,773",15,12,15,17,0.882
3,03/07/2015,@ Maryland,L 4 - 11,4,4,30,16,16,7,20,3,150,"3,600",11,8,12,13,0.923
4,03/14/2015,@ Penn,W 17 - 11,17,13,30,35,26,18,32,4,210,"3,600",11,10,11,12,0.917
5,03/17/2015,@ Rutgers,W 12 - 11,12,8,20,29,19,8,27,3,120,"3,600",11,10,17,21,0.810
6,03/21/2015,Yale,W 11 - 10,11,9,20,29,16,7,24,4,180,"3,600",10,8,15,15,1.000/
7,03/29/2015,Brown,L 8 - 10,8,5,13,51,23,10,6,9,21,"3,600",10,15,21,23,0.913
8,04/04/2015,@ Stony Brook,L 10 - 13,10,7,17,29,18,14,27,4,180,"3,600",13,8,12,12,1.000/
9,04/07/2015,@ Lehigh,L 15 - 16,15,10,25,30,19,16,34,6,360,"3,600",16,12,13,18,0.722
10,04/11/2015,@ Dartmouth,W 16 - 5,16,7,23,38,24,11,25,3,120,"3,600",5,8,14,16,0.875
11,04/17/2015,Harvard,W 12 - 11,12,7,19,31,20,10,26,6,300,"3,600",11,15,17,18,0.944
12,04/25/2015,@ Cornell,L 10 - 15,10,5,15,40,18,9,29,2,90,"3,600",15,9,11,13,0.846
13,05/01/2015,"Cornell @ Providence, RI",W 11 - 7,11,6,17,32,19,8,19,3,240,"3,600",7,14,16,21,0.762
14,05/03/2015,"Yale @ Providence, R.I.",L 10 - 11,10,5,15,34,20,11,24,5,240,"3,600",11,6,15,15,1.000/
