,Date,Opponent,Result,Goals,Assists,Points,Shots,SOG,GB,TO,CT,FO Won,FO Taken,Pen,Pen Time,G Min,Goals Allowed,Saves
0,02/14/2015,UMBC,W 10 - 8,10,4,14,36,19,18,22,4,150,"3,600",8,7,13,17,0.765
1,02/17/2015,@ Saint Joseph's,W 11 - 10 (1OT),11,3,14,30,17,11,25,2,60,"3,789",10,12,16,18,0.889
2,02/24/2015,@ Maryland,L 7 - 11,7,5,12,26,15,8,22,3,90,"3,900",11,10,11,16,0.688
3,02/28/2015,@ Penn St.,L 11 - 14,11,9,20,27,18,12,29,3,120,"3,596",14,18,16,17,0.941
4,03/03/2015,@ Lafayette,W 9 - 6,9,4,13,31,21,14,18,3,120,"3,600",6,10,13,17,0.765
5,03/07/2015,Villanova,L 11 - 17,11,9,20,34,21,12,31,5,240,"3,600",17,4,10,11,0.909
6,03/14/2015,Princeton,L 11 - 17,11,9,20,40,21,14,32,8,330,"3,600",17,9,15,17,0.882
7,03/21/2015,@ Cornell,L 9 - 10 (3OT),9,6,15,55,22,8,22,5,270,"4,180/",10,11,18,20,0.900
8,03/28/2015,Yale,L 7 - 15,7,2,9,29,15,16,26,3,150,"3,600",15,11,12,13,0.923
9,04/04/2015,@ Brown,W 14 - 11,14,12,26,47,29,15,29,5,210,"3,600",11,17,15,19,0.789
10,04/11/2015,@ Harvard,W 10 - 9,10,6,16,36,23,10,20,3,150,"3,600",9,11,15,21,0.714
11,04/18/2015,Dartmouth,W 15 - 12,15,8,23,42,27,9,30,1,60,"3,600",12,9,15,18,0.833
12,04/25/2015,"Virginia @ Chester, Pa.",L 6 - 12,6,4,10,34,17,9,22,3,120,"3,600",12,12,17,18,0.944
