,Date,Opponent,Result,Goals,Assists,Points,Shots,SOG,GB,TO,CT,FO Won,FO Taken,Pen,Pen Time,G Min,Goals Allowed,Saves
0,02/07/2015,@ Detroit Mercy,L 8 - 9,8,5,13,39,22,17,21,1,30,"3,600",9,13,15,20,0.750
1,02/10/2015,Robert Morris,W 10 - 6,10,8,18,33,21,15,20,1,60,"3,600",6,10,12,12,1.000/
2,02/15/2015,Delaware,W 10 - 3,10,6,16,35,22,11,16,1,30,"3,600",3,11,17,17,1.000/
3,02/21/2015,Dartmouth,W 15 - 5,15,6,21,40,24,15,23,2,120,"3,600",5,6,11,14,0.786
4,02/27/2015,@ Bellarmine,W 8 - 7,8,6,14,29,21,14,18,1,30,"3,600",7,8,17,17,1.000/
5,03/01/2015,"Marquette @ Louisville, KY",L 9 - 10,9,6,15,38,21,19,23,1,30,"3,600",10,3,8,10,0.800
6,03/07/2015,Hofstra,W 9 - 8,9,2,11,37,22,9,21,1,60,"3,600",8,13,14,14,1.000/
7,03/14/2015,Denver,W 13 - 11,13,8,21,28,20,9,28,1,30,"3,600",11,11,12,12,1.000/
8,03/17/2015,@ Towson,W 7 - 6,7,5,12,31,19,10,16,2,90,"3,600",6,11,12,15,0.800
9,03/21/2015,@ Notre Dame,L 0 - 9,24,13,30,22/,6,9,13,3,150,"3,600",9,10,16,19,0.842
10,03/29/2015,@ Penn St.,W 10 - 8,10,6,16,32,18,10,22,2,60,"3,600",8,6,14,16,0.875
11,04/05/2015,Johns Hopkins,W 15 - 12,15,4,19,31,20,18,30,1,60,"3,600",12,14,11,14,0.786
12,04/12/2015,@ Michigan,W 13 - 8,13,12,25,39,24,16,25,1,60,"3,600",8,11,15,16,0.938
13,04/18/2015,Maryland,L 9 - 10 (1OT),9,4,13,31,17,13,24,2,90,"3,791",10,11,15,18,0.833
14,04/25/2015,@ Rutgers,L 10 - 17,10,5,15,26,20,11,31,2,120,"3,600",17,8,13,16,0.812
15,04/30/2015,@ Maryland,W 9 - 6,9,4,13,27,12,11,17,3,210,"3,600",6,8,14,16,0.875
16,05/02/2015,"Johns Hopkins @ College Park, MD",L 6 - 13,6,2,8,37,18,12,23,1,60,"3,600",13,7,10,11,0.909
17,05/09/2015,@ Duke,W 16 - 11,16,6,22,34,27,12,29,2,90,"3,600",11,15,27/,29/,0.931
18,05/16/2015,"Denver @ Denver, Colo.",L 13 - 15,13,12,25,42,26,17,32,2,120,"3,600",15,5,6,8,0.750
