,Date,Opponent,Result,Goals,Assists,Points,Shots,SOG,GB,TO,CT,FO Won,FO Taken,Pen,Pen Time,G Min,Goals Allowed,Saves
0,02/07/2015,@ North Carolina,L 4 - 19,4,3,7,31,11,12,25,2,120,"3,600",19,13,16,21,0.762
1,02/14/2015,Lehigh,L 11 - 14,11,5,16,39,20,13,26,3,180,"3,600",14,12,15,16,0.938
2,02/21/2015,"Canisius @ Denver, Colo.",W 9 - 8 (1OT),9,7,16,32,18,11,21,2,120,"3,615",8,10,7,9,0.778
3,02/22/2015,"Denver @ USAFA, Colo.",L 5 - 10,5,3,8,35,24,7,18,4,210,"3,600",10,13,14,14,1.000/
4,02/28/2015,Air Force,L 4 - 6,4,3,7,22,12,2,13,6,240,"3,600",6,6,19,21,0.905
5,03/07/2015,Mt. St. Mary's,L 6 - 7,6,4,10,31,20,10,17,3,90,"3,600",7,10,17,20,0.850
6,03/14/2015,Bellarmine,W 9 - 7,9,3,12,42,16,10,20,3,150,"3,600",7,10,21,25,0.840
7,03/21/2015,Mercer,L 10 - 11 (1OT),10,4,14,38,20,8,25,1,60,"3,791",11,13,20,23,0.870
8,03/28/2015,@ High Point,L 3 - 10,3,3,36,19,20,4,16,2,60,"3,600",10,13,17,20,0.850
9,04/04/2015,@ Richmond,L 2 - 8,2,1,3,16,9,3,13,5,300,"3,600",8,16,21,24,0.875
10,04/11/2015,VMI,W 13 - 5,13,5,18,44,21,10,21,1,30,"3,600",5,14,21,25,0.840
11,04/25/2015,@ Jacksonville,W 11 - 7,11,5,16,47,29,14,21,5,330,"3,600",7,12,20,21,0.952
12,04/30/2015,@ Richmond,L 7 - 8,7,5,12,32,17,3,19,4,120,"3,600",8,17,25,26,0.962
