,Date,Opponent,Result,Goals,Assists,Points,Shots,SOG,GB,TO,CT,FO Won,FO Taken,Pen,Pen Time,G Min,Goals Allowed,Saves
0,02/07/2015,Mercer,W 18 - 6,18,9,27,52,33,19,28,4,240,"3,600",6,12,12,17,0.706
1,02/14/2015,Canisius,W 13 - 9,13,9,22,48,28,14,26,5,270,"3,600",9,13,13,16,0.812
2,02/21/2015,@ Lehigh,L 9 - 10,9,5,14,43,24,13,22,6,180,"3,600",10,8,17,19,0.895
3,02/25/2015,@ Providence,L 4 - 7,4,2,6,35,22,13,15,3,120,"3,600",7,11,19,23,0.826
4,02/28/2015,@ Vermont,W 15 - 7,15,12,27,42,27,11,24,3,150,"3,600",7,15,22,27,0.815
5,03/07/2015,@ Colgate,W 18 - 11,18,8,26,43,26,26/,33,4,180,"3,600",11,7,10,12,0.833
6,03/14/2015,Lafayette,W 17 - 8,17,8,25,45,29,18,28,3,150,"3,600",8,6,15,19,0.789
7,03/21/2015,Bucknell,W 11 - 9,11,8,19,34,23,20,23,4,150,"3,600",9,11,7,13,0.538
8,03/28/2015,@ Navy,L 6 - 14,6,4,10,28,14,11,24,3,150,"3,600",14,15,9,15,0.600
9,04/04/2015,@ Army West Point,L 8 - 17,8,6,14,29,17,13,29,2,90,"3,600",17,12,11,15,0.733
10,04/07/2015,Harvard,L 8 - 9,8,5,13,43,26,16,21,3,120,"3,600",9,15,12,13,0.923
11,04/11/2015,Loyola Maryland,L 6 - 8,6,3,9,50,23,13,18,2,90,"3,600",8,13,9,12,0.750
12,04/17/2015,Holy Cross,L 10 - 12,10,9,19,38,16,15,24,4,210,"3,600",12,11,9,12,0.750
13,05/03/2015,@ Duke,L 7 - 13,7,5,12,41,20,14,24,1,30,"3,600",13,14,16,18,0.889
