,Date,Opponent,Result,Goals,Assists,Points,Shots,SOG,GB,TO,CT,FO Won,FO Taken,Pen,Pen Time,G Min,Goals Allowed,Saves
0,02/07/2015,@ Syracuse,L 7 - 21,7,3,10,23,15,5,30,4,150,"3,600",21,13,16,22,0.727
1,02/13/2015,Hobart and William Smith,L 8 - 12,8,7,15,36,21,15,24,6,390,"3,600",12,14,15,19,0.789
2,02/21/2015,@ UMass Lowell,W 13 - 9,13,7,20,45,24,19,26,3,180,"3,600",9,10,19,23,0.826
3,02/24/2015,@ Mercer,W 15 - 8,15,8,23,46,23,8,26,3,150,"3,600",8,14,14,15,0.933
4,02/28/2015,St. John's (NY),W 8 - 7,8,3,11,35,16,7,19,6,300,"3,600",7,12,15,19,0.789
5,03/07/2015,@ Robert Morris,L 10 - 12,10,6,16,26,17,14,26,3,120,"3,600",12,9,13,16,0.812
6,03/14/2015,Quinnipiac,W 9 - 6,9,5,14,56,23,9,19,4,180,"3,600",6,8,18,18,1.000/
7,03/21/2015,@ Monmouth,L 4 - 5,4,1,5,34,17,6,12,6,210,"3,600",5,7,11,15,0.733
8,03/28/2015,@ Canisius,L 9 - 10 (1OT),9,6,15,33,23,12,22,2,90,"3,628",10,9,14,16,0.875
9,03/31/2015,Hartford,L 9 - 14,9,7,16,33,22,14,27,5,240,"3,600",14,9,12,15,0.800
10,04/11/2015,Manhattan,W 14 - 6,14,11,25,42,20,10,23,6,330,"3,600",6,12,20,21,0.952
11,04/18/2015,Detroit Mercy,L 13 - 14,13,9,22,40,23,14,29,7,360,"3,600",14,17,16,17,0.941
12,04/21/2015,Albany (NY),L 7 - 23,7,1,8,31,16,21,34,2,180,"3,600",23,15,15,19,0.789
13,04/25/2015,@ Marist,L 4 - 15,4,2,6,44,16,10,21,7,390,"3,600",15,13,16,17,0.941
