,Date,Opponent,Result,Goals,Assists,Points,Shots,SOG,GB,TO,CT,FO Won,FO Taken,Pen,Pen Time,G Min,Goals Allowed,Saves
0,02/15/2015,@ Syracuse,L 6 - 14,6,3,9,36,19,14,23,3,120,"3,600",14,13,11,12,0.917
1,02/20/2015,"Hobart and William Smith @ Binghamton, N.Y.",W 16 - 8,16,5,21,48,30,21,28,3,180,"3,600",8,9,10,12,0.833
2,02/24/2015,"Binghamton @ Binghamton, NY",W 17 - 10,17,2,19,48,27,20,29,6,300,"3,600",10,6,11,13,0.846
3,02/28/2015,"Albany (NY) @ Dallas, Texas",W 16 - 9,16,7,23,43,28,17,29,3,150,"3,600",9,14,17,19,0.895
4,03/07/2015,@ Virginia,L 14 - 15,14,6,20,58,35,23,32,4,180,"3,600",15,10,11,13,0.846
5,03/14/2015,@ Yale,W 14 - 7,14,10,24,40,27,15,25,4,210,"3,600",7,6,13,16,0.812
6,03/17/2015,Colgate,W 10 - 9 (1OT),10,6,16,41,26,16,23,2,120,"3,776",9,4,10,11,0.909
7,03/21/2015,Penn,W 10 - 9 (3OT),10,7,17,49,21,14,22,4,180,"4,180/",9,13,12,16,0.750
8,03/28/2015,Dartmouth,W 8 - 2,8,6,14,37,16,6,14,5,270,"3,600",2,10,21,25,0.840
9,04/04/2015,@ Harvard,L 9 - 10,9,6,15,39,22,17,23,2,90,"3,600",10,8,9,13,0.692
10,04/07/2015,Canisius,W 12 - 6,12,6,18,55,30,18,23,4,180,"3,600",6,6,18,19,0.947
11,04/11/2015,Hofstra,W 14 - 5,14,11,25,42,23,13,21,7,300,"3,600",5,2,14,14,1.000/
12,04/18/2015,@ Brown,L 6 - 15,6,2,8,45,27,11,24,3,120,"3,600",15,10,21,25,0.840
13,04/25/2015,Princeton,W 15 - 10,15,4,19,39,24,20,29,2,120,"3,600",10,8,12,18,0.667
14,05/01/2015,"Princeton @ Providence, RI",L 7 - 11,7,5,12,33,21,11,19,4,150,"3,600",11,8,15,18,0.833
15,05/09/2015,Albany (NY),L 10 - 19,10,4,14,46,30,24,32,7,360,"3,600",19,18,7,11,0.636
