,Date,Opponent,Result,Goals,Assists,Points,Shots,SOG,GB,TO,CT,FO Won,FO Taken,Pen,Pen Time,G Min,Goals Allowed,Saves
0,02/01/2015,Delaware,W 15 - 10,15,6,21,40,26,18,28,8,390,"3,600",10,13,11,12,0.917
1,02/07/2015,Duke,L 13 - 16,13,11,24,28,21,13,33,3,120,"3,600",16,18,16,19,0.842
2,02/10/2015,@ North Carolina,L 9 - 15,9,5,14,36,20,20,28,5,240,"3,600",15,12,7,8,0.875
3,02/14/2015,@ Saint Joseph's,L 11 - 12,11,5,16,35,21,11,26,1,60,"3,600",12,14,8,9,0.889
4,02/21/2015,Sacred Heart,W 13 - 5,13,9,22,44,28,13,21,6,330,"3,577",5,10,19,21,0.905
5,02/28/2015,Robert Morris,W 13 - 10,13,8,21,36,27,19,27,1,30,"3,600",10,11,10,10,1.000/
6,03/07/2015,@ Marist,L 9 - 10,9,4,13,50,28,12,22,1,30,"3,600",10,9,14,15,0.933
7,03/14/2015,@ Mercer,L 11 - 12 (1OT),11,5,16,45,31,14,26,4,120,"3,733",12,17,16,17,0.941
8,03/21/2015,Air Force,W 10 - 9,10,8,18,36,24,15,23,3,90,"3,600",9,9,11,12,0.917
9,03/28/2015,Furman,W 10 - 3,10,4,14,35,23,12,16,3,150,"3,600",3,16,16,18,0.889
10,04/04/2015,@ Jacksonville,W 9 - 6,9,4,13,29,24,11,19,4,180,"3,600",6,12,21,22,0.955
11,04/11/2015,Richmond,L 9 - 20,9,7,16,31,18,13,32,2,120,"3,600",20,13,13,15,0.867
12,04/17/2015,@ VMI,W 18 - 5,18,9,27,42,27,13,23,9/,570/,"3,600",5,13,23,24,0.958
13,04/25/2015,Bellarmine,W 10 - 9,10,5,15,34,23,17,21,2,150,"3,600",9,15,13,16,0.812
14,04/30/2015,"Mercer @ Richmond, Va.",W 7 - 6,7,2,9,23,14,6,15,4,150,"3,600",6,10,15,16,0.938
15,05/02/2015,@ Richmond,W 9 - 8 (2OT),9,5,14,33,18,8,22,2,60,"4,007/",8,15,26/,28/,0.929
16,05/06/2015,@ Towson,L 8 - 10,8,2,10,28,17,7,22,4,180,"3,600",10,13,12,13,0.923
