,Date,Opponent,Result,Goals,Assists,Points,Shots,SOG,GB,TO,CT,FO Won,FO Taken,Pen,Pen Time,G Min,Goals Allowed,Saves
0,02/07/2015,@ Delaware,L 11 - 12,11,4,15,40,20,12,25,4,210,"3,600",12,7,10,14,0.714
1,02/14/2015,Bryant,W 7 - 5,7,3,10,36,18,4,16,2,90,"3,600",5,13,17,21,0.810
2,02/21/2015,@ Navy,W 8 - 7,8,5,13,25,15,9,19,1,30,"3,600",7,10,16,18,0.889
3,02/28/2015,Colgate,L 8 - 10,8,2,10,38,16,8,6,7,22,"3,600",10,10,12,17,0.706
4,03/07/2015,@ Lehigh,W 9 - 8 (1OT),9,6,15,37,25,11,21,7,330,"3,831",8,14,18,21,0.857
5,03/10/2015,Fairfield,W 10 - 9,10,7,17,36,23,10,23,6,240,"3,600",9,10,16,19,0.842
6,03/14/2015,Holy Cross,W 15 - 6,15,12,27,35,20,13,25,3,90,"3,600",6,9,15,17,0.882
7,03/17/2015,@ Brown,W 10 - 9 (1OT),10,2,12,33,21,8,23,2,120,"3,705",9,12,30/,34/,0.882
8,03/21/2015,@ Boston U.,L 9 - 11,9,3,12,30,20,3,23,8,420,"3,600",11,12,14,15,0.933
9,03/28/2015,Army West Point,L 4 - 12,4,4,27,15,23,7,20,5,240,"3,600",12,7,18,20,0.900
10,04/04/2015,@ Mt. St. Mary's,L 11 - 12,11,6,17,44,30,13,26,3,120,"3,600",12,6,17,21,0.810
11,04/11/2015,"Lafayette @ Folsom, Pa.",W 14 - 13,14,4,18,32,23,14,31,8,300,"3,600",13,12,17,21,0.810
12,04/17/2015,Loyola Maryland,W 10 - 9 (1OT),10,5,15,42,23,13,23,2,120,"3,645",9,10,11,13,0.846
13,04/21/2015,Lehigh,W 13 - 8,13,5,18,33,20,10,24,3,120,"3,600",8,13,14,18,0.778
14,04/24/2015,"Colgate @ Annapolis, Md.",L 5 - 18,5,3,8,31,16,15,25,7,450/,"3,600",18,2,8,11,0.727
