,Date,Opponent,Result,Goals,Assists,Points,Shots,SOG,GB,TO,CT,FO Won,FO Taken,Pen,Pen Time,G Min,Goals Allowed,Saves
0,02/18/2015,Fairfield,L 6 - 10,6,4,10,25,16,6,19,7,330,"3,600",10,15,12,20,0.600
1,02/21/2015,Vermont,W 12 - 9,12,4,16,38,22,8,23,3,90,"3,600",9,17,23,28/,0.821
2,02/25/2015,Boston U.,W 7 - 4,7,4,11,31,18,2,15,3,150,"3,600",4,18,23,28/,0.821
3,03/01/2015,@ Duke,L 8 - 20,8,4,12,30,19,7,31,4,150,"3,600",20,16,12,14,0.857
4,03/07/2015,Sacred Heart,W 11 - 8,11,6,17,38,21,14,22,5,240,"3,600",8,20,24/,25,0.960
5,03/10/2015,@ UMass Lowell,W 11 - 6,11,6,17,44,24,16,21,6,300,"3,600",6,9,17,23,0.739
6,03/14/2015,@ Hofstra,L 4 - 15,4,4,15,12,16,3,23,4,210,"3,600",15,14,14,22,0.636
7,03/24/2015,@ Bryant,L 5 - 7,5,3,8,28,20,3,16,5,210,"3,600",7,9,21,23,0.913
8,03/28/2015,@ St. John's (NY),L 7 - 17,7,5,12,30,16,9,26,6,360,"3,600",17,6,14,18,0.778
9,04/04/2015,Georgetown,L 6 - 9,6,2,8,44,24,13,19,5,210,"3,600",9,13,17,20,0.850
10,04/11/2015,Marquette,L 10 - 14,10,1,11,38,21,17,28,3,120,"3,600",14,4,9,11,0.818
11,04/14/2015,Brown,L 11 - 15,11,3,14,41,24,12,29,4,180,"3,600",15,21,14,19,0.737
12,04/18/2015,@ Denver,L 9 - 13,9,5,14,19,15,2,25,3,180,"3,600",13,15,20,22,0.909
13,04/25/2015,Villanova,W 6 - 5,6,1,7,24,16,7,14,5,270,"3,600",5,18,16,23,0.696
