,Date,Opponent,Result,Goals,Assists,Points,Shots,SOG,GB,TO,CT,FO Won,FO Taken,Pen,Pen Time,G Min,Goals Allowed,Saves
0,02/07/2015,Bellarmine,W 16 - 9,16,7,23,38,28,17,28,3,150,"3,600",9,12,15,16,0.938
1,02/14/2015,Detroit Mercy,W 15 - 6,15,9,24,52,33/,15,25,5,240,"3,600",6,10,18,20,0.900
2,02/21/2015,Notre Dame,L 8 - 17,8,5,13,36,21,12,29,1,60,"3,600",17,17,17,23,0.739
3,02/28/2015,Canisius,W 13 - 5,13,4,17,47,22,10,20,6,240,"3,600",5,14,19,21,0.905
4,03/03/2015,@ Jacksonville,L 8 - 14,8,2,10,28,18,10,25,9/,390/,"3,600",14,20/,14,18,0.778
5,03/08/2015,Brown,L 12 - 22,12,8,20,41,27,15,38/,1,30,"3,600",22/,12,21,23,0.913
6,03/14/2015,@ Saint Joseph's,W 9 - 8 (4OT),9,4,13,38,21,14,24,1,30,"4,490/",8,18,19,20,0.950
7,03/21/2015,Drexel,L 7 - 9,7,4,11,30,18,10,20,1,60,"3,600",9,13,16,20,0.800
8,03/29/2015,@ Maryland,L 4 - 13,4,3,7,21,11,6,21,2,90,"3,600",13,12,13,16,0.812
9,04/05/2015,Rutgers,W 10 - 8,10,4,14,40,19,6,22,1,30,"3,600",8,13,17,20,0.850
10,04/12/2015,Ohio St.,L 8 - 13,8,2,10,35,19,9,25,4,150,"3,600",13,11,14,21,0.667
11,04/18/2015,@ Johns Hopkins,L 9 - 16,9,3,12,35,23,8,27,6,360,"3,600",16,11,18,20,0.900
12,04/25/2015,Penn St.,L 9 - 10,9,1,10,38,22,14,23,3,120,"3,600",10,14,14,17,0.824
