,Date,Opponent,Result,Goals,Assists,Points,Shots,SOG,GB,TO,CT,FO Won,FO Taken,Pen,Pen Time,G Min,Goals Allowed,Saves
0,02/08/2015,@ Duke,L 7 - 13,7,3,10,32,17,10,24,4,240,"3,600",13,13,14,17,0.824
1,02/14/2015,Marist,L 6 - 7,6,5,11,42,20,7,17,2,90,"3,600",7,6,15,16,0.938
2,02/21/2015,@ Denver,L 6 - 16,6,4,10,23,14,5,22,3,150,"3,600",16,7,8,8,1.000
3,02/22/2015,Canisius,W 13 - 6,13,9,22,33,21,13,21,5,240,"3,600",6,14,11,12,0.917
4,02/28/2015,@ Furman,W 6 - 4,6,3,9,29,12,11,13,4,180,"3,600",4,8,15,16,0.938
5,03/07/2015,"Vermont @ Bethesda, Md.",L 10 - 11 (3OT),10,3,13,50,25,14,26,6,210,"4,100",11,15,22,25,0.880
6,03/08/2015,"VMI @ Bethesda, Md.",W 12 - 8,12,8,20,36,24,13,23,4,240,"3,600",8,6,12,15,0.800
7,03/14/2015,Detroit Mercy,W 9 - 6,9,3,12,27,16,10,19,1,30,"3,600",6,6,21,22,0.955
8,03/21/2015,@ High Point,L 9 - 10,9,2,11,28,18,8,23,3,150,"3,600",10,14,15,18,0.833
9,03/28/2015,Jacksonville,W 18 - 5,18,12,30,52,30,15,26,2,90,"3,592",5,6,18,19,0.947
10,04/04/2015,"Bellarmine @ Southlake, Texas",W 11 - 8,11,3,14,30,19,17,4,11,22,"3,600",8,12,11,13,0.846
11,04/11/2015,@ Mercer,W 10 - 7,10,6,16,37,23,12,21,3,120,"3,600",7,9,9,12,0.750
12,04/18/2015,Robert Morris,W 10 - 9,10,9,19,44,18,13,22,2,90,"3,600",9,9,13,19,0.684
13,04/23/2015,Quinnipiac,L 10 - 12,10,8,18,37,17,12,26,5,240,"3,581",12,10,13,17,0.765
14,05/02/2015,Navy,L 8 - 9,8,5,13,36,16,9,18,2,90,"3,600",9,7,17,18,0.944
