,Date,Opponent,Result,Goals,Assists,Points,Shots,SOG,GB,TO,CT,FO Won,FO Taken,Pen,Pen Time,G Min,Goals Allowed,Saves
0,02/18/2017,@ Virginia,L 14 - 18,14,11,25,32,20,13,36/,6,210,"3,600",18,12,17,24,0.708
1,02/25/2017,Albany (NY),L 8 - 19,8,1,9,44,27,10,31,3,150,"3,600",19/,10,20,22,0.909
2,02/28/2017,Villanova,L 13 - 15,13,6,19,30,20,14,31,9,390,"3,600",15,10,14,18,0.778
3,03/04/2017,@ Marist,L 7 - 11,7,4,11,25,22,8,20,3,120,"3,600",11,9,13,15,0.867
4,03/10/2017,Bryant,W 7 - 5,7,3,10,25,16,4,16,2,90,"3,600",5,9,14,17,0.824
5,03/12/2017,Saint Joseph's,W 12 - 8,12,6,18,37,24,9,22,6,270,"3,600",8,16,18,20,0.900
6,03/18/2017,@ St. John's (NY),W 9 - 7,9,5,14,19,12,6,19,4,210,"3,600",7,16,18,24,0.750
7,03/26/2017,@ Providence,L 8 - 9 (1OT),8,4,12,32,22,6,19,2,150,"3,743",9,14,20,26/,0.769
8,04/01/2017,Towson,L 7 - 8,7,5,12,25,17,6,18,2,60,"3,600",8,11,17,19,0.895
9,04/08/2017,Fairfield,W 13 - 12,13,4,17,40,20,14,29,3,120,"3,600",12,12,15,17,0.882
10,04/15/2017,@ Hofstra,W 13 - 12,13,9,22,26,19,10,2,14,28,"3,600",12,15,14,18,0.778
11,04/22/2017,Delaware,W 14 - 9,14,10,24,34,23,10,27,7,330,"3,600",9,22/,22,24,0.917
12,04/28/2017,@ Massachusetts,L 8 - 14,8,7,15,35,23,12,26,3,150,"3,600",14,7,12,13,0.923
13,05/04/2017,@ Towson,L 4 - 8,4,3,7,21,11,11,6,2,16,"3,600",8,18,19,23,0.826
