,Date,Opponent,Result,Goals,Assists,Points,Shots,SOG,GB,TO,CT,FO Won,FO Taken,Pen,Pen Time,G Min,Goals Allowed,Saves
0,02/18/2017,NJIT,W 22 - 8,22,15,37,45,31,25,33,5,270,"3,600",8,11,9,9,1.000/
1,02/21/2017,Marist,W 10 - 6,10,6,16,32,20,5,19,2,90,"3,600",6,13,16,19,0.842
2,02/25/2017,Hofstra,L 8 - 10,8,5,13,29,18,8,21,3,180,"3,600",10,16,12,13,0.923
3,03/03/2017,Johns Hopkins,W 18 - 7,18,9,27,51,28,17,28,4,180,"3,600",7,16,14,21,0.667
4,03/07/2017,Quinnipiac,W 17 - 13,17,13,30,35,28,15,33,2,60,"3,600",13,11,13,19,0.684
5,03/15/2017,@ Rutgers,L 11 - 16,11,5,16,40,25,13,30,2,60,"3,600",16,11,15,20,0.750
6,03/18/2017,@ Penn,W 17 - 8,17,11,28,39,25,12,29,3,120,"3,600",8,12,16,22,0.727
7,03/24/2017,Yale,L 13 - 16,13,10,23,29,19,7,33,3,120,"3,600",16,18,15,21,0.714
8,04/01/2017,Brown,W 21 - 11,21,15,36,53,38,15,36,6,270,"3,600",11,18,18,20,0.900
9,04/08/2017,@ Stony Brook,W 13 - 11,13,3,16,36,22,14,28,6,240,"3,600",11,11,10,10,1.000/
10,04/11/2017,@ Lehigh,L 10 - 15,10,7,17,40,23,18,29,4,180,"3,600",15,10,18,20,0.900
11,04/15/2017,@ Dartmouth,W 16 - 6,16,13,29,52,33,17,24,1,60,"3,600",6,10,18,20,0.900
12,04/22/2017,Harvard,W 12 - 9,12,12,24,44,19,8,21,2,90,"3,600",9,18,18,20,0.900
13,04/29/2017,@ Cornell,L 17 - 18,17,8,25,39,27,18,38,2,60,"3,600",18,10,15,17,0.882
14,05/05/2017,"Brown @ New Haven, CT",L 15 - 17,15,9,24,52,35,22,35,2,120,"3,600",17,11,12,17,0.706
