,Date,Opponent,Result,Goals,Assists,Points,Shots,SOG,GB,TO,CT,FO Won,FO Taken,Pen,Pen Time,G Min,Goals Allowed,Saves
0,02/04/2017,@ Providence,W 8 - 7 (2OT),8,7,15,40,20,8,18,3,180,"3,849",7,17,19,26,0.731
1,02/11/2017,@ UMass Lowell,W 18 - 8,18,12,30,36,23,20,29,10/,480/,"3,600",8,25/,14,16,0.875
2,02/18/2017,@ Hartford,W 12 - 5,12,8,20,37,22,12,21,2,120,"3,600",5,12,16,17,0.941
3,02/25/2017,@ Navy,W 8 - 7,8,6,14,34,13,5,17,1,60,"3,600",7,10,16,18,0.889
4,02/28/2017,Bryant,W 12 - 9,12,9,21,37,20,11,25,5,240,"3,600",9,12,16,17,0.941
5,03/04/2017,Air Force,W 8 - 6,8,5,13,22,12,7,18,3,120,"3,600",6,17,13,16,0.812
6,03/13/2017,@ Colgate,W 18 - 7,18,6,24,35,27,10,29,1,30,"3,600",7,9,20,23,0.870
7,03/18/2017,Bucknell,L 6 - 12,6,3,9,31,22,11,21,1,60,"3,600",12,7,14,15,0.933
8,03/21/2017,Harvard,W 13 - 8,13,10,23,44,27,18,25,3,120,"3,600",8,8,17,18,0.944
9,03/25/2017,Lafayette,W 15 - 7,15,7,22,33,21,14,25,3,120,"3,600",7,9,16,17,0.941
10,04/01/2017,@ Lehigh,L 6 - 10,6,6,12,36,19,13,19,3,240,"3,600",10,12,12,15,0.800
11,04/08/2017,@ Army West Point,L 10 - 11,10,5,15,32,18,13,24,3,90,"3,600",11,16,16,17,0.941
12,04/15/2017,Loyola Maryland,W 12 - 11 (1OT),12,7,19,30,22,17,27,1,60,"3,840",11,9,9,14,0.643
13,04/21/2017,Holy Cross,W 12 - 11 (1OT),12,4,16,28,18,14,27,3,180,"3,669",11,14,11,11,1.000/
14,04/25/2017,Lehigh,W 10 - 4,10,8,18,31,19,19,13,6,18,"3,600",4,11,18,24,0.750
15,04/28/2017,"Army West Point @ Baltimore, Md.",L 7 - 10,7,4,11,39,17,7,21,2,60,"3,600",10,10,18,20,0.900
16,05/07/2017,"Duke @ Bethpage, N.Y.",L 8 - 18,8,5,13,34,19,6,29,4,210,"3,600",18/,18,15,18,0.833
