,Date,Opponent,Result,Goals,Assists,Points,Shots,SOG,GB,TO,CT,FO Won,FO Taken,Pen,Pen Time,G Min,Goals Allowed,Saves
0,02/11/2017,@ Richmond,L 3 - 15,3,2,5,29,17,6,21,1,60,"3,600",15,14,13,14,0.929
1,02/18/2017,@ Bucknell,W 13 - 12,13,10,23,34,23,18,28,3,120,"3,600",12,14,12,13,0.923
2,02/25/2017,Rutgers,L 3 - 8,3,1,4,25,12,7,15,1,60,"3,600",8,16,23/,26/,0.885
3,02/28/2017,@ UMass Lowell,W 8 - 7,8,3,11,42,24,14,19,1,30,"3,600",7,10,20,21,0.952
4,03/04/2017,@ Stony Brook,L 6 - 9,6,3,9,29,12,8,18,4,240,"3,600",9,7,13,13,1.000/
5,03/11/2017,@ Yale,L 10 - 11 (2OT),10,3,13,40,16,5,25,1,60,"4,006/",11,12,14,20,0.700
6,03/17/2017,@ Penn St.,L 8 - 9,8,4,12,44,20,8,21,1,60,"3,600",9,14,14,17,0.824
7,03/21/2017,NJIT,W 13 - 6,13,6,19,42,25,16,22,5,240,"3,600",6,8,15,16,0.938
8,03/25/2017,Villanova,L 9 - 18,9,2,11,39,24,19,31,2,120,"3,600",18,10,11,14,0.786
9,04/01/2017,Hofstra,L 6 - 10,6,5,11,37,22,14,20,3,150,"3,600",10,10,12,14,0.857
10,04/08/2017,@ Drexel,L 12 - 13,12,5,17,43,24,15,29,2,90,"3,600",13,7,14,15,0.933
11,04/15/2017,@ Massachusetts,L 8 - 12,8,5,13,39,21,11,24,3,120,"3,600",12,10,12,13,0.923
12,04/22/2017,Towson,W 9 - 8,9,2,11,32,15,6,19,6,330,"3,600",8,17,17,17,1.000/
13,04/28/2017,Delaware,W 11 - 7,11,6,17,38,21,13,21,3,120,"3,600",7,14,14,16,0.875
