,Date,Opponent,Result,Goals,Assists,Points,Shots,SOG,GB,TO,CT,FO Won,FO Taken,Pen,Pen Time,G Min,Goals Allowed,Saves
0,02/11/2017,Army West Point,L 2 - 9,2,1,3,19,9,5,15,3,180,"3,600",9,12,17,18,0.944
1,02/18/2017,@ Ohio St.,L 7 - 8,7,4,11,29,19,7,19,4,180,"3,600",8,10,15,16,0.938
2,02/25/2017,@ Harvard,L 7 - 11,7,6,13,40,28,14,21,3,120,"3,600",11,11,15,16,0.938
3,03/01/2017,@ Albany (NY),L 8 - 17,8,3,11,40,23,9,29,1,30,"3,600",17,15,17,17,1.000/
4,03/07/2017,@ Yale,W 11 - 9,11,6,17,29,18,14,24,1,60,"3,600",9,11,9,15,0.600
5,03/15/2017,UMass Lowell,W 10 - 8,10,6,16,38,17,12,21,1,60,"3,600",8,12,12,15,0.800
6,03/18/2017,@ Hartford,W 12 - 10,12,7,19,44,28,18,24,5,270,"3,600",10,5,10,10,1.000/
7,03/25/2017,Brown,L 9 - 10 (1OT),9,7,16,49,27,12,23,3,120,"3,768",10,16,18,18,1.000/
8,04/01/2017,Delaware,W 9 - 6,9,9,18,33,18,15,18,3,240,"3,600",6,9,9,9,1.000/
9,04/08/2017,@ Towson,L 8 - 11,8,7,15,27,14,10,22,7,330,"3,600",11,13,16,17,0.941
10,04/15/2017,Fairfield,W 12 - 8,12,9,21,39,22,13,24,3,120,"3,600",8,13,16,18,0.889
11,04/22/2017,@ Hofstra,L 8 - 15,8,3,11,32,21,19,27,8,450,"3,600",15,10,12,17,0.706
12,04/28/2017,Drexel,W 14 - 8,14,7,21,35,21,14,26,4,210,"3,600",8,15,19,21,0.905
13,05/04/2017,"Hofstra @ Towson, Md.",W 13 - 12,13,8,21,40,24,17,26,11/,600/,"3,600",12,5,10,11,0.909
14,05/06/2017,@ Towson,L 4 - 9,4,3,7,31,12,15,8,8,16,"3,600",9,11,17,20,0.850
