,Date,Opponent,Result,Goals,Assists,Points,Shots,SOG,GB,TO,CT,FO Won,FO Taken,Pen,Pen Time,G Min,Goals Allowed,Saves
0,02/05/2017,Air Force,L 10 - 11,10,5,15,37,24,17,24,4,150,"3,600",11,9,13,16,0.812
1,02/10/2017,High Point,W 10 - 5,10,7,17,40,21,14,19,3,150,"3,600",5,6,14,17,0.824
2,02/12/2017,Cleveland St.,W 22 - 7,22/,14,36/,42,32,13,31,6,270,"3,600",7,10,17,21,0.810
3,02/18/2017,@ Denver,L 9 - 14,9,4,13,29,17,9,27,3,120,"3,600",14,11,17,19,0.895
4,02/25/2017,Saint Joseph's,W 16 - 3,16,11,27,37,29,14,23,2,90,"3,600",3,11,18,19,0.947
5,03/05/2017,@ Richmond,W 9 - 8,9,7,16,26,17,12,20,6,300,"3,600",8,10,13,15,0.867
6,03/11/2017,Loyola Maryland,W 15 - 7,15,9,24,36,24,9,2,11,26,"3,600",7,14,19,20,0.950
7,03/13/2017,Jacksonville,W 13 - 6,13,9,22,42,30,9,23,1,60,"3,600",6,6,18,20,0.900
8,03/18/2017,@ Georgetown,W 12 - 7,12,8,20,42,22,12,23,3,180,"3,600",7,11,19,23,0.826
9,03/25/2017,@ Syracuse,L 11 - 12 (1OT),11,7,18,34,19,16,26,1,60,"3,640",12,6,12,13,0.923
10,04/02/2017,@ North Carolina,W 12 - 8,12,9,21,36,22,17,24,1,60,"3,600",8,6,14,15,0.933
11,04/08/2017,Notre Dame,W 11 - 8,11,5,16,36,20,11,23,4,180,"3,600",8,10,13,16,0.812
12,04/15/2017,Virginia,W 20 - 11,20,14,34,52,30,18,35,5,240,"3,600",11,11,14,15,0.933
13,04/22/2017,@ Marquette,W 11 - 7,11,3,14,29,24,12,22,2,90,"3,600",7,13,11,13,0.846
14,04/28/2017,Notre Dame,L 6 - 7,6,3,9,30,16,8,17,2,60,"3,600",7,7,20,22,0.909
15,05/07/2017,"Boston U. @ Bethpage, N.Y.",W 18 - 8,18,7,25,47,36,23,29,4,330,"3,600",8,11,14,19,0.737
16,05/13/2017,@ Johns Hopkins,W 19 - 6,19,12,31,37,28,21,9,19,28,"3,600",6,10,20,22,0.909
17,05/20/2017,"Ohio St. @ Hempstead, N.Y.",L 11 - 16,11,7,18,45,25,12,30,3,120,"3,600",16,8,14,16,0.875
