,Date,Opponent,Result,Goals,Assists,Points,Shots,SOG,GB,TO,CT,FO Won,FO Taken,Pen,Pen Time,G Min,Goals Allowed,Saves
0,02/11/2017,@ St. John's (NY),W 16 - 8,16,5,21,47,31,9,26,2,90,"3,600",8,10,20,22,0.909
1,02/18/2017,Army West Point,W 12 - 10,12,5,17,40,21,13,26,6,300,"3,600",10,15,13,16,0.812
2,02/25/2017,@ Fairfield,W 8 - 3,8,4,12,41,24,8,15,2,90,"3,600",3,9,24/,25/,0.960
3,02/28/2017,Wagner,W 12 - 5,12,9,21,42,26,14,21,1,60,"3,600",5,7,19,24,0.792
4,03/04/2017,Brown,W 13 - 11,13,10,23,47,32,14,28,2,90,"3,600",11,8,20,22,0.909
5,03/10/2017,Stony Brook,W 17 - 4,17,11,28,39,30,18,25,6,300,"3,600",4,8,19,23,0.826
6,03/15/2017,Princeton,W 16 - 11,16,11,27,48,27,17,30,5,240,"3,600",11,14,16,17,0.941
7,03/17/2017,@ NJIT,W 10 - 6,10,4,14,35,21,13,20,2,90,"3,600",6,8,17,20,0.850
8,03/25/2017,@ Delaware,L 9 - 13,9,6,15,45,28,4,13,11,26,"3,600",13,5,14,15,0.933
9,03/31/2017,@ Johns Hopkins,L 6 - 12,6,3,9,27,18,9,22,2,120,"3,600",12,10,15,21,0.714
10,04/08/2017,@ Michigan,W 14 - 7,14,10,24,53,26,20,24,4,150,"3,600",7,9,19,20,0.950
11,04/16/2017,Maryland,L 12 - 13 (3OT),12,3,15,35,28,20,31,2,60,"4,265/",13,15,14,19,0.737
12,04/23/2017,@ Penn St.,L 7 - 13,7,4,11,26,16,6,22,5,240,"3,600",13,16,19,20,0.950
13,04/29/2017,Ohio St.,W 12 - 11 (1OT),12,10,22,41,23,12,26,3,90,"3,840",11,9,15,16,0.938
