,Date,Opponent,Result,Goals,Assists,Points,Shots,SOG,GB,TO,CT,FO Won,FO Taken,Pen,Pen Time,G Min,Goals Allowed,Saves
0,02/04/2017,"UMBC @ Raleigh, N.C.",W 17 - 6,17,7,24,41,28,19,27,2,120,"3,600",6,5,15,16,0.938
1,02/11/2017,@ Furman,W 7 - 3,7,5,12,38,23,11,14,5,300,"3,600",3,12,17,20,0.850
2,02/18/2017,Lehigh,W 15 - 8,15,8,23,40,24,14,25,4,180,"3,600",8,10,15,16,0.938
3,02/25/2017,Johns Hopkins,L 5 - 13,5,5,39,21,30,14,21,7/,300,"3,595",13,11,15,15,1.000/
4,03/04/2017,@ Denver,W 13 - 9,13,6,19,34,19,10,24,4,180,"3,600",9,17,13,14,0.929
5,03/11/2017,Hofstra,L 9 - 11,9,4,13,43,22,15,23,2,120,"3,600",11,11,18,20,0.900
6,03/13/2017,Richmond,L 5 - 6,5,2,7,32,16,6,15,1,30,"3,600",6,5,16,18,0.889
7,03/18/2017,Dartmouth,W 17 - 6,17,10,27,54,28,18,27,3,180,"3,600",6,13,14,15,0.933
8,03/25/2017,Maryland,L 7 - 15,7,4,11,32,20,12,24,2,90,"3,600",15,4,15,17,0.882
9,04/02/2017,Duke,L 8 - 12,8,5,13,26,14,7,24,4,180,"3,600",12,10,13,13,1.000/
10,04/09/2017,@ Virginia,W 15 - 12,15,9,24,57,30,23,30,5,210,"3,600",12,13,16,19,0.842
11,04/15/2017,Syracuse,L 11 - 12 (1OT),11,6,17,37,17,10,25,3,120,"3,678",12,11,16,18,0.889
12,04/22/2017,@ Notre Dame,L 13 - 14,13,5,18,30,20,11,30,2,60,"3,600",14,9,14,16,0.875
13,04/28/2017,"Syracuse @ Durham, N.C.",W 16 - 15,16,8,24,47,24,18,34,3,150,"3,600",15,12,11,13,0.846
14,04/30/2017,"Notre Dame @ Durham, N.C.",W 14 - 10,14,9,23,44,26,14,28,6,240,"3,600",10,11,21,25/,0.840
15,05/13/2017,@ Albany (NY),L 12 - 15,12,5,17,43,25,7,30,3,120,"3,600",15,8,14,19,0.737
