,Date,Opponent,Result,Goals,Assists,Points,Shots,SOG,GB,TO,CT,FO Won,FO Taken,Pen,Pen Time,G Min,Goals Allowed,Saves
0,02/11/2017,Virginia,L 15 - 16,15,11,26,43,26,19,35/,3,150,"3,600",16,5,21,21,1.000/
1,02/18/2017,@ Johns Hopkins,L 13 - 14 (1OT),13,8,21,37,21,19,31,2,90,"3,733",14,14,15,17,0.882
2,02/25/2017,@ Lafayette,W 18 - 5,18,11,29,57/,34,15,26,1,60,"3,600",5,16,23,24,0.958
3,03/01/2017,@ Towson,W 11 - 7,11,9,20,29,16,9,22,3,120,"3,600",7,16,17,20,0.850
4,03/04/2017,Holy Cross,W 16 - 9,16,16/,32,40,26,20,28,4,180,"3,600",9,7,18,20,0.900
5,03/11/2017,@ Duke,L 7 - 15,7,1,8,39,21,15,26,4,180,"3,600",15,9,15,16,0.938
6,03/18/2017,Navy,W 18 - 7,18,15,33,42,25,16,27,2,90,"3,600",7,8,19,19,1.000/
7,03/22/2017,Georgetown,W 11 - 10,11,8,19,41,28,14,24,4,180,"3,600",10,8,16,17,0.941
8,03/25/2017,@ Bucknell,L 8 - 9 (2OT),8,7,15,42,23,17,12,13,20,"3,944/",9,8,18,21,0.857
9,04/01/2017,Colgate,W 12 - 5,12,6,18,41,26,12,19,5,210,"3,600",5,10,18,19,0.947
10,04/08/2017,Lehigh,W 14 - 5,14,10,24,45,31,10,11,16,22,"3,600",5,8,13,16,0.812
11,04/15/2017,@ Boston U.,L 11 - 12 (1OT),11,7,18,33,20,10,27,2,120,"3,840",12,10,16,17,0.941
12,04/21/2017,@ Army West Point,W 14 - 6,14,8,22,36,25,11,23,4,150,"3,600",6,12,16,19,0.842
13,04/28/2017,Holy Cross,W 13 - 3,13,11,24,49,26,12,20,2,90,"3,600",3,12,16,18,0.889
14,04/30/2017,Army West Point,W 13 - 4,13,6,19,40,23,9,20,2,90,"3,600",4,12,22,24,0.917
15,05/14/2017,@ Ohio St.,L 4 - 7,4,4,44,16,24,7,15,5,210,"3,600",7,4,18,18,1.000/
