,Date,Opponent,Result,Goals,Assists,Points,Shots,SOG,GB,TO,CT,FO Won,FO Taken,Pen,Pen Time,G Min,Goals Allowed,Saves
0,02/11/2017,Air Force,W 14 - 6,14,6,20,38,23,16,22,3,180,"3,600",6,10,12,13,0.923
1,02/18/2017,Duke,W 14 - 9,14,7,21,45,25,18,27,2,120,"3,600",9,8,17,17,1.000/
2,02/25/2017,Cleveland St.,W 19 - 6,19,10,29,54,38/,24,28,3,180,"3,600",6,4,18,19,0.947
3,02/26/2017,Canisius,W 12 - 0,12,11,23,44,19,12,15,1,60,"3,600",0,6,13,15,0.867
4,03/04/2017,North Carolina,L 9 - 13,9,5,14,43,26,14,24,4,210,"3,600",13,6,9,9,1.000/
5,03/12/2017,Notre Dame,W 11 - 10,11,7,18,37,24,19,24,5,240,"3,600",10,9,14,16,0.875
6,03/19/2017,@ Ohio St.,L 7 - 16,7,3,10,31,18,15,26,7,330,"3,600",16,6,12,13,0.923
7,03/25/2017,@ Towson,W 12 - 11,12,5,17,37,20,20,27,1,60,"3,600",11,10,15,19,0.789
8,04/01/2017,Georgetown,W 20 - 11,20/,14/,34/,44,27,28/,34,1,30,"3,600",11,9,10,11,0.909
9,04/09/2017,Villanova,W 16 - 11,16,9,25,40,26,25,31,4,210,"3,600",11,13,11,14,0.786
10,04/15/2017,@ St. John's (NY),W 18 - 12,18,8,26,41,31,24,32,3,180,"3,600",12,10,13,16,0.812
11,04/22/2017,Providence,W 12 - 2,12,10,22,36,22,10,7,11,18,"3,600",2,9,13,14,0.929
12,04/29/2017,@ Marquette,W 16 - 8,16,10,26,27,16,18,28,4,210,"3,600",8,13,8,10,0.800
13,05/04/2017,"Marquette @ Providence, R.I.",L 8 - 11,8,6,14,34,20,14,22,1,30,"3,600",11,8,21,28,0.750
14,05/13/2017,Air Force,W 17 - 10,17,7,24,46,27,23,31,2,120,"3,600",10,4,10,10,1.000/
15,05/20/2017,"Notre Dame @ Hempstead, NY",W 16 - 4,16,9,25,39,27,21,23,2,120,"3,600",4,4,18,20,0.900
16,05/27/2017,"Maryland @ Foxboro, Mass.",L 8 - 9,8,2,10,22,16,11,21,2,120,"3,600",9,12,12,14,0.857
