,Date,Opponent,Result,Goals,Assists,Points,Shots,SOG,GB,TO,CT,FO Won,FO Taken,Pen,Pen Time,G Min,Goals Allowed,Saves
0,02/18/2017,@ Mt. St. Mary's,W 13 - 5,13,7,20,40,23,15,19,3,180,"3,600",5,11,16,19,0.842
1,02/25/2017,@ Georgetown,W 11 - 10,11,6,17,41,22,19,24,6,300,"3,600",10,9,15,21,0.714
2,03/01/2017,Loyola Maryland,L 7 - 11,7,3,10,43,23,13,22,4,180,"3,600",11,5,10,11,0.909
3,03/04/2017,@ UMBC,W 8 - 6,8,2,10,21,14,9,16,2,60,"3,600",6,7,16,18,0.889
4,03/11/2017,Johns Hopkins,W 13 - 8,13,5,18,37,24,16,25,2,60,"3,600",8,6,10,14,0.714
5,03/15/2017,Ohio St.,L 3 - 6,3,1,4,27,11,2,13,1,60,"3,600",6,11,14,18,0.778
6,03/25/2017,Denver,L 11 - 12,11,8,19,37,21,7,27,4,210,"3,600",12,8,17,18,0.944
7,04/01/2017,@ Drexel,W 8 - 7,8,3,11,46,19,12,18,3,150,"3,600",7,10,10,10,1.000/
8,04/08/2017,Massachusetts,W 11 - 8,11,7,18,42,24,12,22,5,150,"3,600",8,6,17,19,0.895
9,04/15/2017,@ Delaware,W 10 - 6,10,6,16,35,22,12,19,1,60,"3,600",6,8,12,12,1.000/
10,04/22/2017,@ Fairfield,L 8 - 9,8,7,15,43,25,13,19,4,180,"3,600",9,6,15,15,1.000/
11,04/29/2017,Hofstra,W 10 - 8,10,5,15,35,18,14,22,1,60,"3,600",8,5,14,14,1.000/
12,05/04/2017,Drexel,W 8 - 4,8,3,11,40,26,14,16,2,120,"3,600",4,7,14,14,1.000/
13,05/06/2017,Massachusetts,W 9 - 4,9,3,12,29,20,8,16,4,240,"3,600",4,8,19,22,0.864
14,05/13/2017,@ Penn St.,W 12 - 8,12,7,19,43,28,13,24,2,90,"3,600",8,9,16,17,0.941
15,05/21/2017,"Syracuse @ Newark, Del.",W 10 - 7,10,5,15,40,22,10,20,4,150,"3,600",7,12,14,18,0.778
16,05/27/2017,"Ohio St. @ Foxborough, Mass.",L 10 - 11,10,2,12,40,20,10,25,2,120,"3,600",11,6,14,14,1.000/
