,Date,Opponent,Result,Goals,Assists,Points,Shots,SOG,GB,TO,CT,FO Won,FO Taken,Pen,Pen Time,G Min,Goals Allowed,Saves
0,02/11/2017,@ Villanova,W 12 - 10,12,3,15,31,18,8,25,3,180,"3,600",10,15,16,20,0.800
1,02/18/2017,@ Hofstra,L 9 - 11,9,6,15,41,20,15,21,2,180,"3,600",11,5,7,9,0.778
2,02/21/2017,Wagner,W 10 - 8,10,6,16,36,20,12,22,3,120,"3,600",8,6,11,13,0.846
3,02/25/2017,@ Delaware,L 10 - 11 (1OT),10,4,14,42,25,11,25,2,120,"3,776",11,8,16,16,1.000/
4,03/04/2017,UMass Lowell,W 7 - 6,7,3,10,32,16,9,17,2,90,"3,600",6,11,15,19,0.789
5,03/10/2017,@ Saint Joseph's,L 5 - 6 (1OT),5,2,7,31,19,2,15,2,90,"3,668",6,13,19,20,0.950
6,03/18/2017,@ Quinnipiac,W 8 - 7 (2OT),8,5,13,33,18,9,19,6,270,"3,990",7,12,16,17,0.941
7,03/25/2017,Siena,W 17 - 9,17/,12,29,46,26,16,27,4,210,"3,600",9,11,11,12,0.917
8,04/01/2017,@ Marist,W 7 - 2,7,2,9,41,24,7,13,2,120,"3,600",2,13,17,17,1.000/
9,04/04/2017,@ Lafayette,W 9 - 8,9,3,12,29,16,7,20,2,60,"3,600",8,14,10,11,0.909
10,04/08/2017,@ NJIT,W 10 - 5,10,4,14,44,27,13,19,3,150,"3,600",5,7,16,17,0.941
11,04/10/2017,VMI,W 15 - 8,15,12,27,38,24,10,27,3,180,"3,600",8,11,15,17,0.882
12,04/15/2017,@ Detroit Mercy,W 11 - 8,11,6,17,35,24,8,21,6,420/,"3,600",8,11,19,20,0.950
13,04/21/2017,Canisius,W 11 - 6,11,3,14,39,19,13,21,5,240,"3,600",6,7,13,14,0.929
14,04/28/2017,Manhattan,W 7 - 3,7,3,10,33,21,8,14,3,120,"3,600",3,11,18,19,0.947
15,05/05/2017,"Detroit Mercy @ Poughkeepsie, NY",W 11 - 7,11,5,16,47,26,11,21,6,300,"3,600",7,12,17,19,0.895
16,05/07/2017,@ Marist,W 9 - 8,9,3,12,42,22,11,21,2,90,"3,600",8,12,12,13,0.923
17,05/10/2017,@ Bryant,L 7 - 10,7,4,11,26,16,5,19,2,120,"3,600",10,8,12,14,0.857
