,Date,Opponent,Result,Goals,Assists,Points,Shots,SOG,GB,TO,CT,FO Won,FO Taken,Pen,Pen Time,G Min,Goals Allowed,Saves
0,02/08/2013,Siena,W 15 - 6,15,7,22,58,35,39,12,9,16,23,4,240,"3,600",6,14
1,02/16/2013,@ Towson,W 12 - 6,12,7,19,40,25,32,19,8,13,20,5,300,"3,600",6,12
2,02/23/2013,Michigan,W 17 - 8,17,13,30,41,29,40,14,2,25,29,2,120,"3,600",8,15
3,03/01/2013,Princeton,L 8 - 11,8,7,15,37,18,22,15,3,15,22,2,90,"3,600",11,7
4,03/05/2013,Mt. St. Mary's,W 19 - 9,19,13,32,38,28,29,12,5,24,33,3,150,"3,600",9,4
5,03/08/2013,UMBC,W 13 - 7,13,9,22,33,22,28,13,9,12,22,4,180,"3,600",7,11
6,03/16/2013,@ Syracuse,L 8 - 13,8,2,10,29,16,32,17,5,14,24,4,180,"3,600",13,11
7,03/23/2013,"Virginia @ Baltimore, MD",W 15 - 8,15,5,20,44,28,30,10,5,13,27,4,150,"3,600",8,16
8,03/30/2013,@ North Carolina,L 10 - 11 (1OT),10,5,15,48,24,30,9,5,13,24,3,120,"3,606",11,8
9,04/05/2013,Albany (NY),L 9 - 10,9,2,11,44,30,34,11,6,14,23,5,180,"3,600",10,15
10,04/13/2013,@ Maryland,W 7 - 4,7,3,10,31,19,26,13,5,8,15,3,120,"3,600",4,12
11,04/20/2013,Navy,W 15 - 4,15,9,24,47,28,37,11,5,17,20,1,30,"3,600",4,8
12,04/27/2013,Loyola Maryland,L 4 - 8,4,2,6,36,14,28,16,5,11,15,4,210,"3,600",8,12
13,05/03/2013,@ Army West Point,W 9 - 4,9,8,17,35,20,37,14,7,9,17,8,360,"3,600",4,14
