,Date,Opponent,Result,Goals,Assists,Points,Shots,SOG,GB,TO,CT,FO Won,FO Taken,Pen,Pen Time,G Min,Goals Allowed,Saves
0,02/10/2013,@ Massachusetts,L 9 - 16,9,7,16,32,18,24,16,5,12,28,8,360,"3,600",16,12
1,02/13/2013,Manhattan,W 14 - 8,14,9,23,53,34,49,14,8,15,25,7,390,"3,600",8,7
2,02/16/2013,VMI,W 14 - 8,14,10,24,60/,33,50/,15,15,9,25,4,180,"3,600",8,8
3,02/24/2013,@ Syracuse,L 2 - 6,2,1,3,25,13,21,13,5,6,12,3,120,"3,600",6,18
4,03/02/2013,"Michigan @ Miami, Fla.",W 12 - 1,12,11,23,53,37/,38,15,11,8,17,3,120,"3,600",1,12
5,03/09/2013,@ Rutgers,W 10 - 8,10,7,17,41,23,24,13,11,7,21,4,210,"3,600",8,9
6,03/16/2013,Lehigh,L 6 - 10,6,5,11,29,21,21,18,13,6,20,6,330,"3,600",10,7
7,03/23/2013,Lafayette,W 15 - 6,15,8,23,47,25,43,14,12,14,26,8,360,"3,600",6,7
8,03/31/2013,@ Colgate,W 10 - 4,10,5,15,37,19,30,17,8,10,17,1,120,"3,600",4,13
9,04/06/2013,Bucknell,L 8 - 9,8,7,15,38,19,29,12,10,12,21,3,180,"3,600",9,7
10,04/13/2013,@ Navy,W 14 - 7,14,9,23,40,29,37,13,2,19,23,7,480,"3,600",7,8
11,04/20/2013,@ Holy Cross,W 14 - 5,14,7,21,35,25,36,17,9,15,23,5,240,"3,600",5,11
12,04/26/2013,"Bucknell @ Bethlehem, Pa.",L 9 - 12,9,7,16,42,20,34,20,5,20/,24,4,210,"3,600",12,12
13,05/03/2013,Johns Hopkins,L 4 - 9,4,3,7,32,18,27,15,3,8,17,9,510,"3,600",9,11
