,Date,Opponent,Result,Goals,Assists,Points,Shots,SOG,GB,TO,CT,FO Won,FO Taken,Pen,Pen Time,G Min,Goals Allowed,Saves
0,02/16/2013,@ Siena,W 18 - 15,18,6,24,44,28,33,16,5,16,35,7,330,"3,600",15,9
1,02/24/2013,"Cornell @ Syracuse, N.Y.",L 11 - 19,11,7,18,35,18,31,22,4,15,34,5,240,"3,600",19/,10
2,03/02/2013,@ Binghamton,L 2 - 6,2,2,4,27,17,26,26/,9,6,12,4,240,"3,584",6,17
3,03/05/2013,Colgate,W 9 - 8 (1OT),9,3,12,44,22,28,13,6,9,21,1,60,"3,792",8,13
4,03/09/2013,Michigan,W 11 - 7,11,7,18,41,24,34,10,13,11,22,9,360,"3,600",7,11
5,03/12/2013,Canisius,W 12 - 8,12,7,19,47,24,35,8,11,12,22,11/,540/,"3,600",8,9
6,03/17/2013,@ Robert Morris,L 12 - 16,12,10,22,38,21,28,17,8,13,31,5,240,"3,600",16,12
7,03/23/2013,Fairfield,L 10 - 13,10,3,13,28,17,35,15,8,12,24,8,360,"3,600",13,7
8,03/30/2013,Denver,L 5 - 14,5,1,6,32,17,22,9,9,8,23,4,210,"3,600",14,13
9,04/06/2013,@ Ohio St.,L 6 - 10,6,3,9,34,18,35,17,9,10,20,3,150,"3,600",10,15
10,04/13/2013,@ Bellarmine,W 9 - 8 (2OT),9,4,13,35,22,27,15,12,14,22,3,150,"4,080/",8,13
11,04/16/2013,@ Syracuse,W 13 - 12,13,7,20,29,20,28,11,5,9,29,5,270,"3,600",12,18
12,04/20/2013,Loyola Maryland,L 11 - 19,11,3,14,35,22,34,23,6,20,32,6,330,"3,600",19/,15
13,04/27/2013,@ Air Force,L 12 - 16,12,6,18,38,26,33,16,4,18,32,3,150,"3,600",16,11
