,Date,Opponent,Result,Goals,Assists,Points,Shots,SOG,GB,TO,CT,FO Won,FO Taken,Pen,Pen Time,G Min,Goals Allowed,Saves
0,02/23/2013,@ St. John's (NY),L 9 - 10,9,7,16,48,26,32,13,6,13,22,2,60,"3,600",10,7
1,03/02/2013,@ Albany (NY),W 15 - 8,15,8,23,45,28,39,14,11,16,26,4,180,"3,600",8,12
2,03/05/2013,@ Sacred Heart,W 14 - 6,14,10,24,40,25,23,15,14,11,24,4,180,"3,600",6,11
3,03/09/2013,Fairfield,W 12 - 8,12,7,19,32,21,40,15,7,17,23,9/,450/,"3,600",8,12
4,03/16/2013,Cornell,L 10 - 12,10,7,17,32,18,30,19,5,22/,25,6,270,"3,600",12,7
5,03/22/2013,@ Princeton,L 9 - 10,9,3,12,37,16,31,11,4,10,23,4,180,"3,600",10,5
6,03/30/2013,@ Penn,W 7 - 6 (1OT),7,5,12,40,16,26,20,13,9,17,3,180,"3,709",6,10
7,04/02/2013,Providence,W 13 - 6,13,10,23,37,23,37,18,6,17,20,4,210,"3,600",6,10
8,04/06/2013,Dartmouth,W 7 - 5,7,3,10,44,18,26,15,9,9,16,2,90,"3,600",5,6
9,04/12/2013,Brown,W 11 - 8,11,9,20,41,19,26,18,10,11,20,5,240,"3,600",8,9
10,04/15/2013,Stony Brook,W 11 - 10 (1OT),11,7,18,46,23,33,16,9,13,25,3,120,"3,756",10,10
11,04/20/2013,@ Maryland,L 7 - 8,7,3,10,48,31,27,10,8,11,17,6,360,"3,600",8,9
12,04/27/2013,@ Harvard,W 11 - 10,11,7,18,26,19,26,15,13,6,24,1,30,"3,600",10,6
13,05/03/2013,"Penn @ Ithaca, N.Y.",W 9 - 6,9,5,14,37,20,32,18,8,11,17,4,210,"3,600",6,12
14,05/05/2013,"Princeton @ Ithaca, N.Y.",W 12 - 8,12,10,22,44,23,27,8,4,20,24,3,120,"3,600",8,10
15,05/11/2013,@ Penn St.,W 10 - 7,10,3,13,35,24,33,16,12,7,20,3,90,"3,600",7,10
16,05/18/2013,"Syracuse @ College Park, Md.",L 6 - 7,6,2,8,32,15,33,14,7,12,17,2,60,"3,600",7,11
