,Date,Opponent,Result,Goals,Assists,Points,Shots,SOG,GB,TO,CT,FO Won,FO Taken,Pen,Pen Time,G Min,Goals Allowed,Saves
0,02/16/2013,St. John's (NY),L 9 - 11,9,3,12,27,17,20,12,9,10,23,3,150,"3,600",11,12
1,02/23/2013,Hartford,W 11 - 9,11,5,16,49,26,29,10,5,14,24,5,240,"3,600",9,6
2,02/26/2013,@ Harvard,L 12 - 16,12,2,14,39,23,21,15,7,12,33/,6,180,"3,600",16,11
3,03/02/2013,@ Sacred Heart,W 11 - 9,11,4,15,49,28,33,14,6,7,24,5,210,"3,600",9,6
4,03/05/2013,@ Rutgers,W 9 - 8,9,1,10,38,21,26,12,12,6,21,4,180,"3,600",8,13
5,03/09/2013,@ Colgate,L 6 - 14,6,3,9,21,12,15,13,3,6,24,5,180,"3,600",14,12
6,03/17/2013,"Navy @ Flushing, N.Y.",W 7 - 5,7,5,12,29,17,33,16,12,6,16,3,90,"3,600",5,12
7,03/23/2013,Lehigh,L 5 - 8,5,4,9,28,11,24,13,8,8,17,8,450,"3,600",8,7
8,03/26/2013,@ Vermont,W 8 - 5,8,4,12,36,21,30,14,9,9,16,4,240,"3,600",5,13
9,03/30/2013,@ Bucknell,L 9 - 16,9,6,15,20,15,18,15,5,10,28,5,210,"3,600",16,15
10,04/06/2013,@ Lafayette,W 11 - 10,11,6,17,40,24,33,11,9,12,25,4,150,"3,600",10,11
11,04/09/2013,@ Bryant,L 6 - 10,6,3,9,32,15,27,15,13,5,20,1,60,"3,600",10,11
12,04/13/2013,Providence,L 11 - 12,11,5,16,34,20,18,9,10,7,26,2,90,"3,600",12,12
13,04/20/2013,Army West Point,L 5 - 14,5,3,8,33,16,25,16,8,8,23,4,180,"3,600",14,11
14,04/23/2013,Dartmouth,W 11 - 10,11,5,16,41,22,32,18,9,12,24,2,90,"3,600",10,14
