,Date,Opponent,Result,Goals,Assists,Points,Shots,SOG,GB,TO,CT,FO Won,FO Taken,Pen,Pen Time,G Min,Goals Allowed,Saves
0,02/15/2013,@ Wagner,W 17 - 6,17,8,25,57/,37,34,19,8,18,26,10/,420,"3,585",6,16
1,02/23/2013,Vermont,W 13 - 5,13,8,21,43,27,29,16,12,10,22,3,150,"3,600",5,16
2,03/02/2013,Manhattan,W 12 - 9,12,5,17,38,30,37,16,12,15,23,4,180,"3,600",9,11
3,03/09/2013,Sacred Heart,W 12 - 10,12,5,17,41,23,24,14,7,9,24,7,360,"3,600",10,11
4,03/12/2013,@ Quinnipiac,W 13 - 12,13,11,24,38,23,36,11,7,17,28,4,210,"3,600",12,4
5,03/16/2013,@ Georgetown,L 8 - 16,8,6,14,31,15,30,20,5,8,27,2,120,"3,600",16,10
6,03/19/2013,Syracuse,L 9 - 18,9,5,14,36,23,29,15,6,13,27,5,180,"3,600",18,11
7,03/23/2013,Siena,L 11 - 13,11,4,15,42,25,26,12,8,13,28,2,60,"3,600",13,12
8,03/26/2013,@ Bryant,W 10 - 9,10,2,12,31,22,24,12,8,10,23,1,60,"3,600",9,7
9,03/30/2013,@ Rutgers,W 10 - 9 (1OT),10,6,16,44,35,25,5,11,8,23,3,180,"3,840",9,14
10,04/02/2013,@ Yale,L 6 - 13,6,5,11,28,16,21,11,7,3,20,6,300,"3,600",13,10
11,04/07/2013,Notre Dame,L 8 - 13,8,3,11,29,17,27,12,7,4,24,3,150,"3,600",13,13
12,04/13/2013,@ Holy Cross,W 12 - 11,12,6,18,31,24,40,13,4,19,26,2,120,"3,600",11,9
13,04/16/2013,Brown,L 6 - 7,6,3,9,33,19,29,23,9,10,17,2,90,"3,600",7,13
14,04/20/2013,St. John's (NY),L 13 - 16,13,5,18,39,24,32,14,7,20,33,2,120,"3,600",16,7
15,04/27/2013,@ Villanova,L 11 - 19,11,5,16,42,23,25,11,6,13,34,3,120,"3,600",19,10
