,Date,Opponent,Result,Goals,Assists,Points,Shots,SOG,EMOG,MDDG,GB,TO,CT,FO Won,FO Taken,Pen,Pen Time,G Min,Goals Allowed,Saves
0,02/08/2013,"

 Air Force 
","
W 16 - 8 
","

      
        
          16
        
      
    
","

      
        
          10
        
      
    
","

      
        
          26
        
      
    
","

      
        
          49
        
      
    
","

      
        
          27
        
      
    
","


","


          1/
        

","

      
        
          44
        
      
    
","

      
        
          13
        
      
    
","

      
        
          8
        
      
    
","

      
        
          17
        
      
    
","

      
        
          27
        
      
    
","

      
        
          4
        
      
    
","

      
        
          210
        
      
    
","

      
        
          3,600
        
      
    
","

      
        
          8
        
      
    
","

      
        
          11
        
      
    
"
1,02/16/2013,"

 Massachusetts @ Kennesaw, Ga.
","
L 11 - 12 
","

      
        
          11
        
      
    
","

      
        
          4
        
      
    
","

      
        
          15
        
      
    
","

      
        
          43
        
      
    
","

      
        
          29
        
      
    
","

      
        
          2
        
      
    
","


","

      
        
          38
        
      
    
","

      
        
          9
        
      
    
","

      
        
          8
        
      
    
","

      
        
          15
        
      
    
","

      
        
          27
        
      
    
","

      
        
          5
        
      
    
","

      
        
          240
        
      
    
","

      
        
          3,600
        
      
    
","

      
        
          12
        
      
    
","

      
        
          12
        
      
    
"
2,02/23/2013,"

 Fairfield 
","
W 10 - 9 
","

      
        
          10
        
      
    
","

      
        
          6
        
      
    
","

      
        
          16
        
      
    
","

      
        
          39
        
      
    
","

      
        
          24
        
      
    
","


","


","

      
        
          42
        
      
    
","

      
        
          15
        
      
    
","

      
        
          14
        
      
    
","

      
        
          13
        
      
    
","

      
        
          22
        
      
    
","

      
        
          4
        
      
    
","

      
        
          210
        
      
    
","

      
        
          3,600
        
      
    
","

      
        
          9
        
      
    
","

      
        
          7
        
      
    
"
3,03/02/2013,"

@ Notre Dame 
","
L 9 - 10 (3OT)
","

      
        
          9
        
      
    
","

      
        
          6
        
      
    
","

      
        
          15
        
      
    
","

      
        
          31
        
      
    
","

      
        
          20
        
      
    
","


","


","

      
        
          27
        
      
    
","

      
        
          14
        
      
    
","

      
        
          10
        
      
    
","

      
        
          8
        
      
    
","

      
        
          25
        
      
    
","

      
        
          3
        
      
    
","

      
        
          90
        
      
    
","


          4,095/
        

","

      
        
          10
        
      
    
","

      
        
          15
        
      
    
"
4,03/09/2013,"

 Princeton 
","
W 16 - 15 
","

      
        
          16
        
      
    
","

      
        
          12
        
      
    
","

      
        
          28
        
      
    
","

      
        
          43
        
      
    
","

      
        
          28
        
      
    
","

      
        
          2
        
      
    
","


","

      
        
          34
        
      
    
","

      
        
          14
        
      
    
","

      
        
          7
        
      
    
","

      
        
          20
        
      
    
","

      
        
          34
        
      
    
","

      
        
          4
        
      
    
","

      
        
          150
        
      
    
","

      
        
          3,600
        
      
    
","

      
        
          15
        
      
    
","

      
        
          10
        
      
    
"
5,03/13/2013,"

 Duke 
","
L 8 - 11 
","

      
        
          8
        
      
    
","

      
        
          6
        
      
    
","

      
        
          14
        
      
    
","

      
        
          33
        
      
    
","

      
        
          16
        
      
    
","

      
        
          2
        
      
    
","


","

      
        
          24
        
      
    
","

      
        
          10
        
      
    
","

      
        
          6
        
      
    
","

      
        
          6
        
      
    
","

      
        
          23
        
      
    
","

      
        
          3
        
      
    
","

      
        
          210
        
      
    
","

      
        
          3,600
        
      
    
","

      
        
          11
        
      
    
","

      
        
          8
        
      
    
"
6,03/18/2013,"

 Dartmouth 
","
W 13 - 5 
","

      
        
          13
        
      
    
","

      
        
          7
        
      
    
","

      
        
          20
        
      
    
","

      
        
          54
        
      
    
","

      
        
          34
        
      
    
","

      
        
          2
        
      
    
","


","

      
        
          43
        
      
    
","

      
        
          13
        
      
    
","

      
        
          10
        
      
    
","

      
        
          15
        
      
    
","

      
        
          22
        
      
    
","

      
        
          2
        
      
    
","

      
        
          90
        
      
    
","

      
        
          3,600
        
      
    
","

      
        
          5
        
      
    
","

      
        
          11
        
      
    
"
7,03/23/2013,"

@ Maryland 
","
W 10 - 8 
","

      
        
          10
        
      
    
","

      
        
          6
        
      
    
","

      
        
          16
        
      
    
","

      
        
          30
        
      
    
","

      
        
          22
        
      
    
","


","


","

      
        
          27
        
      
    
","

      
        
          17
        
      
    
","

      
        
          6
        
      
    
","

      
        
          11
        
      
    
","

      
        
          21
        
      
    
","

      
        
          4
        
      
    
","

      
        
          210
        
      
    
","

      
        
          3,600
        
      
    
","

      
        
          8
        
      
    
","

      
        
          15
        
      
    
"
8,03/27/2013,"

 Brown 
","
W 18 - 12 
","

      
        
          18
        
      
    
","

      
        
          13
        
      
    
","

      
        
          31
        
      
    
","

      
        
          38
        
      
    
","

      
        
          29
        
      
    
","

      
        
          2
        
      
    
","


","

      
        
          47
        
      
    
","

      
        
          18
        
      
    
","

      
        
          10
        
      
    
","

      
        
          20
        
      
    
","

      
        
          34
        
      
    
","

      
        
          1
        
      
    
","

      
        
          60
        
      
    
","

      
        
          3,600
        
      
    
","

      
        
          12
        
      
    
","

      
        
          14
        
      
    
"
9,03/30/2013,"

 Johns Hopkins 
","
W 11 - 10 (1OT)
","

      
        
          11
        
      
    
","

      
        
          6
        
      
    
","

      
        
          17
        
      
    
","

      
        
          37
        
      
    
","

      
        
          19
        
      
    
","


","


","

      
        
          30
        
      
    
","

      
        
          10
        
      
    
","

      
        
          7
        
      
    
","

      
        
          11
        
      
    
","

      
        
          24
        
      
    
","

      
        
          3
        
      
    
","

      
        
          150
        
      
    
","

      
        
          3,606
        
      
    
","

      
        
          10
        
      
    
","

      
        
          14
        
      
    
"
