,Date,Opponent,Result,Goals,Assists,Points,Shots,SOG,GB,TO,CT,FO Won,FO Taken,Pen,Pen Time,G Min,Goals Allowed,Saves
0,02/10/2013,Manhattan,W 15 - 6,15,9,24,50,32,28,11,6,22,25,2,120,"3,600",6,13
1,02/16/2013,Air Force,L 9 - 11,9,8,17,29,18,21,22,8,14,24,4,210,"3,600",11,20
2,02/19/2013,Wagner,W 20 - 10,20/,9,29,48,29,38,20,10,21,33,7,360,"3,600",10,9
3,02/23/2013,@ UMBC,L 7 - 11,7,7,14,40,20,28,20,5,13,21,2,60,"3,600",11,10
4,03/02/2013,Stony Brook,L 8 - 9 (3OT),8,5,13,35,18,26,22,3,13,22,9,540,"4,280/",9,16
5,03/05/2013,Holy Cross,L 8 - 9,8,4,12,35,21,31,17,9,15,21,1,60,"3,600",9,12
6,03/09/2013,Army West Point,L 8 - 10,8,6,14,28,17,29,17,6,14,21,6,270,"3,600",10,13
7,03/16/2013,@ St. John's (NY),L 13 - 20,13,5,18,54,34,44,16,4,27/,37/,2,90,"3,600",20/,10
8,03/24/2013,Notre Dame,L 6 - 7,6,5,11,25,12,27,17,11,6,17,5,210,"3,600",7,14
9,03/30/2013,Providence,L 9 - 10 (1OT),9,5,14,37,23,36,16,5,15,23,5,240,"3,840",10,25/
10,04/06/2013,@ Villanova,L 9 - 11,9,4,13,35,19,28,19,4,17,24,4,210,"3,600",11,14
11,04/09/2013,Princeton,L 8 - 13,8,6,14,40,20,34,14,12,12,24,4,180,"3,600",13,7
12,04/13/2013,@ Syracuse,L 11 - 12,11,7,18,27,19,37,21,3,18,26,3,120,"3,600",12,12
13,04/20/2013,Duke,L 7 - 16,7,3,10,31,15,19,18,10,7,26,3,120,"3,600",16,20
14,04/27/2013,Georgetown,L 7 - 15,7,6,13,34,21,29,16,8,13,25,3,120,"3,600",15,24
