,Date,Opponent,Result,Goals,Assists,Points,Shots,SOG,GB,TO,CT,FO Won,FO Taken,Pen,Pen Time,G Min,Goals Allowed,Saves
0,02/10/2013,@ Rutgers,L 6 - 15,6,2,8,38,19,14,10,7,3,25,2,60,"3,600",15,17
1,02/13/2013,@ Army West Point,L 8 - 14,8,2,10,21,15,31,21,6,10,25,8,420,"3,600",14,20
2,02/23/2013,Lafayette,W 11 - 7,11,7,18,45,22,29,11,8,7,20,6,330,"3,600",7,10
3,03/02/2013,@ Providence,L 9 - 12,9,2,11,32,20,23,22,8,8,23,3,150,"3,600",12,18
4,03/09/2013,@ Mt. St. Mary's,L 7 - 16,7,3,10,37,20,17,14,2,10,26,6,300,"3,600",16,9
5,03/12/2013,@ Princeton,L 2 - 15,2,2,4,21,14,34,16,3,6,19,6,360,"3,600",15,14
6,03/16/2013,@ Binghamton,L 6 - 13,6,3,9,41,21,24,10,8,7,23,4,210,"3,600",13,9
7,03/20/2013,Mercer,W 12 - 11,12,9,21,40,27,39,15,11,10,26,4,150,"3,600",11,8
8,03/23/2013,Jacksonville,L 7 - 10,7,5,12,33,18,26,20,6,8,18,4,150,"3,600",10,14
9,03/30/2013,@ Siena,L 8 - 11,8,3,11,32,19,31,13,6,7,23,2,90,"3,600",11,11
10,04/02/2013,@ Wagner,W 12 - 11,12,5,17,40,27,30,12,6,16,27,7,210,"3,597",11,11
11,04/06/2013,@ Detroit Mercy,L 8 - 14,8,4,12,29,18,33,17,11,8,26,4,240,"3,600",14,7
12,04/13/2013,Canisius,L 6 - 8,6,5,11,25,12,26,12,5,4,16,4,150,"3,600",8,8
13,04/20/2013,@ VMI,L 6 - 10,6,2,8,42,24,36,19,15,8,19,2,90,"3,600",10,11
14,04/27/2013,Marist,W 14 - 12,14,9,23,35,22,41,21,11,10,28,8,360,"3,600",12,13
